#      x          Cp  
     1.00000    0.08829
     0.99144    0.07945
     0.97968    0.06550
     0.96601    0.05094
     0.95089    0.03648
     0.93486    0.02305
     0.91835    0.01113
     0.90161    0.00112
     0.88483   -0.00681
     0.86819   -0.01344
     0.85182   -0.02087
     0.83566   -0.03123
     0.81956   -0.04526
     0.80345   -0.06238
     0.78732   -0.08206
     0.77119   -0.10513
     0.75504   -0.13361
     0.73881   -0.16922
     0.72256   -0.21140
     0.70655   -0.25611
     0.69085   -0.29799
     0.67537   -0.33270
     0.65993   -0.35808
     0.64438   -0.37454
     0.62865   -0.38473
     0.61278   -0.39224
     0.59697   -0.40094
     0.58162   -0.40992
     0.56721   -0.44205
     0.55363   -0.42744
     0.53998   -0.37387
     0.52568   -0.39734
     0.51015   -0.39935
     0.49379   -0.40836
     0.47699   -0.41976
     0.45999   -0.43481
     0.44293   -0.45318
     0.42594   -0.47407
     0.40909   -0.49615
     0.39242   -0.51752
     0.37590   -0.53581
     0.35949   -0.54800
     0.34310   -0.55102
     0.32655   -0.54125
     0.30977   -0.53499
     0.29298   -0.54889
     0.27632   -0.61795
     0.25973   -0.79871
     0.24317   -1.10398
     0.22685   -1.11737
     0.21098   -1.12930
     0.19556   -1.14229
     0.18052   -1.15862
     0.16580   -1.18086
     0.15141   -1.21189
     0.13734   -1.25329
     0.12364   -1.30473
     0.11033   -1.36388
     0.09751   -1.42638
     0.08534   -1.49139
     0.07402   -1.55833
     0.06372   -1.62343
     0.05451   -1.68096
     0.04640   -1.72768
     0.03932   -1.76536
     0.03318   -1.79815
     0.02788   -1.82925
     0.02329   -1.85945
     0.01932   -1.88832
     0.01587   -1.91238
     0.01287   -1.92917
     0.01026   -1.93344
     0.00800   -1.91869
     0.00605   -1.87825
     0.00439   -1.80065
     0.00301   -1.67738
     0.00190   -1.49680
     0.00104   -1.25607
     0.00045   -0.96297
     0.00010   -0.63657
    -0.00002   -0.29728
     0.00009    0.04104
     0.00044    0.33986
     0.00105    0.60010
     0.00194    0.79306
     0.00312    0.91873
     0.00459    0.98255
     0.00635    0.99997
     0.00843    0.98422
     0.01083    0.94726
     0.01361    0.89722
     0.01679    0.84039
     0.02046    0.78047
     0.02471    0.72050
     0.02965    0.66221
     0.03545    0.60714
     0.04231    0.55581
     0.05045    0.50736
     0.06004    0.45943
     0.07115    0.41094
     0.08364    0.36551
     0.09735    0.32733
     0.11207    0.29517
     0.12757    0.26401
     0.14353    0.23106
     0.15971    0.19717
     0.17594    0.16275
     0.19209    0.12636
     0.20801    0.08734
     0.22361    0.04799
     0.23891    0.01262
     0.25403   -0.01472
     0.26910   -0.03198
     0.28429   -0.03942
     0.29972   -0.03900
     0.31551   -0.03351
     0.33171   -0.02430
     0.34833   -0.01717
     0.36513   -0.01420
     0.38194   -0.01445
     0.39866   -0.01674
     0.41528   -0.01968
     0.43179   -0.02203
     0.44820   -0.02282
     0.46454   -0.02144
     0.48080   -0.01760
     0.49695   -0.01133
     0.51286   -0.00320
     0.52828    0.00687
     0.54272    0.01456
     0.55566    0.02968
     0.56788    0.04010
     0.58122    0.04586
     0.59600    0.05360
     0.61176    0.06134
     0.62790    0.06891
     0.64404    0.07564
     0.66007    0.08082
     0.67608    0.08314
     0.69225    0.08033
     0.70868    0.07036
     0.72523    0.05417
     0.74158    0.03657
     0.75770    0.02253
     0.77371    0.01441
     0.78966    0.01201
     0.80557    0.01438
     0.82142    0.02143
     0.83723    0.03340
     0.85309    0.04858
     0.86913    0.06272
     0.88541    0.07224
     0.90190    0.07785
     0.91845    0.08188
     0.93487    0.08454
     0.95085    0.08620
     0.96597    0.08718
     0.97965    0.08774
     0.99142    0.08805
     1.00000    0.08829
