#      x          Cp  
     1.00000    0.19348
     0.99105    0.17742
     0.97874    0.15542
     0.96438    0.13416
     0.94844    0.11530
     0.93164    0.09835
     0.91445    0.08024
     0.89700    0.06060
     0.87941    0.04185
     0.86186    0.02439
     0.84444    0.00566
     0.82709   -0.01669
     0.80971   -0.04278
     0.79229   -0.07187
     0.77487   -0.10484
     0.75748   -0.14459
     0.74022   -0.19353
     0.72337   -0.24965
     0.70710   -0.30607
     0.69129   -0.35419
     0.67576   -0.38705
     0.66029   -0.40194
     0.64476   -0.40051
     0.62923   -0.38868
     0.61403   -0.37257
     0.59978   -0.35924
     0.58714   -0.33864
     0.57637   -0.34732
     0.56728   -0.26561
     0.55941   -0.31326
     0.55187   -0.54659
     0.54349   -0.43060
     0.53346   -0.38107
     0.52143   -0.36024
     0.50724   -0.33784
     0.49123   -0.32161
     0.47404   -0.31084
     0.45621   -0.30592
     0.43806   -0.30654
     0.41978   -0.31154
     0.40158   -0.31877
     0.38358   -0.32508
     0.36578   -0.32628
     0.34813   -0.31776
     0.33056   -0.29038
     0.31316   -0.25674
     0.29627   -0.23066
     0.27988   -0.22202
     0.26371   -0.24168
     0.24733   -0.29137
     0.23054   -0.36232
     0.21364   -0.45440
     0.19708   -0.67918
     0.18098   -0.73830
     0.16536   -0.76956
     0.15021   -0.81051
     0.13555   -0.86292
     0.12139   -0.91673
     0.10781   -0.96604
     0.09498   -1.01412
     0.08307   -1.06304
     0.07223   -1.10698
     0.06250   -1.13662
     0.05386   -1.14510
     0.04622   -1.13292
     0.03951   -1.10624
     0.03362   -1.07260
     0.02847   -1.03665
     0.02396   -0.99919
     0.02000   -0.95953
     0.01652   -0.91344
     0.01345   -0.85754
     0.01076   -0.78803
     0.00840   -0.69744
     0.00635   -0.58348
     0.00459   -0.43797
     0.00312   -0.25850
     0.00194   -0.04835
     0.00104    0.18544
     0.00043    0.42054
     0.00009    0.63246
    -0.00001    0.80262
     0.00017    0.92689
     0.00064    0.99061
     0.00141    0.99545
     0.00248    0.95357
     0.00387    0.88242
     0.00557    0.79640
     0.00758    0.70701
     0.00994    0.62022
     0.01267    0.53972
     0.01581    0.46729
     0.01945    0.40353
     0.02367    0.34922
     0.02861    0.30445
     0.03445    0.26911
     0.04142    0.24098
     0.04981    0.21356
     0.05984    0.17702
     0.07155    0.13062
     0.08478    0.08688
     0.09933    0.05165
     0.11492    0.01800
     0.13117   -0.02201
     0.14767   -0.06837
     0.16416   -0.11808
     0.18048   -0.17151
     0.19646   -0.22965
     0.21202   -0.28966
     0.22716   -0.34433
     0.24202   -0.38534
     0.25677   -0.40710
     0.27161   -0.40775
     0.28675   -0.38975
     0.30236   -0.35952
     0.31859   -0.32552
     0.33551   -0.29442
     0.35298   -0.26913
     0.37068   -0.24757
     0.38837   -0.22959
     0.40596   -0.21465
     0.42338   -0.20119
     0.44063   -0.18770
     0.45764   -0.17382
     0.47424   -0.16042
     0.49010   -0.14880
     0.50472   -0.11258
     0.51754   -0.04863
     0.52846   -0.02075
     0.53772    0.07159
     0.54610    0.06035
     0.55480   -0.07726
     0.56500   -0.01602
     0.57729   -0.00064
     0.59162    0.02353
     0.60742    0.04914
     0.62384    0.07696
     0.64027    0.10153
     0.65649    0.11670
     0.67263    0.11783
     0.68898    0.10358
     0.70581    0.07649
     0.72320    0.04320
     0.74086    0.01214
     0.75845   -0.01123
     0.77597   -0.02673
     0.79343   -0.03703
     0.81083   -0.04413
     0.82814   -0.04704
     0.84543   -0.04335
     0.86278   -0.03317
     0.88021   -0.02014
     0.89762   -0.00715
     0.91485    0.00848
     0.93183    0.03221
     0.94845    0.06377
     0.96428    0.09784
     0.97865    0.13204
     0.99100    0.16698
     1.00000    0.19348
