#      x          Cp  
     1.00000    0.16845
     0.99129    0.15788
     0.97935    0.14293
     0.96545    0.12773
     0.95004    0.11339
     0.93380    0.09987
     0.91721    0.08512
     0.90037    0.06842
     0.88334    0.05131
     0.86630    0.03468
     0.84935    0.01727
     0.83249   -0.00290
     0.81560   -0.02664
     0.79863   -0.05364
     0.78161   -0.08394
     0.76460   -0.11909
     0.74766   -0.16113
     0.73107   -0.20996
     0.71501   -0.26171
     0.69947   -0.30983
     0.68428   -0.34776
     0.66922   -0.37082
     0.65410   -0.37823
     0.63880   -0.37255
     0.62338   -0.35925
     0.60813   -0.34413
     0.59361   -0.32957
     0.58048   -0.32469
     0.56908   -0.29167
     0.55916   -0.31555
     0.54961   -0.41785
     0.53887   -0.32680
     0.52622   -0.31361
     0.51165   -0.28859
     0.49555   -0.27200
     0.47853   -0.25928
     0.46103   -0.25135
     0.44327   -0.24752
     0.42542   -0.24645
     0.40763   -0.24579
     0.39003   -0.24215
     0.37264   -0.23116
     0.35543   -0.20888
     0.33830   -0.17577
     0.32119   -0.15668
     0.30439   -0.21030
     0.28809   -0.36786
     0.27215   -0.50354
     0.25622   -0.51202
     0.23997   -0.51879
     0.22339   -0.52537
     0.20696   -0.53345
     0.19092   -0.54533
     0.17532   -0.56426
     0.16018   -0.59392
     0.14550   -0.63516
     0.13129   -0.68587
     0.11758   -0.73550
     0.10446   -0.77931
     0.09211   -0.81874
     0.08068   -0.85385
     0.07030   -0.87943
     0.06099   -0.88919
     0.05270   -0.87957
     0.04536   -0.85254
     0.03890   -0.81343
     0.03322   -0.76801
     0.02823   -0.71956
     0.02385   -0.66826
     0.01999   -0.61340
     0.01659   -0.55176
     0.01358   -0.48083
     0.01093   -0.39749
     0.00860   -0.29729
     0.00657   -0.17848
     0.00482   -0.03720
     0.00334    0.12624
     0.00214    0.30734
     0.00120    0.49574
     0.00054    0.67514
     0.00015    0.82441
    -0.00000    0.93099
     0.00009    0.99028
     0.00045    0.99565
     0.00111    0.95095
     0.00205    0.87003
     0.00329    0.76885
     0.00483    0.66229
     0.00667    0.55861
     0.00882    0.46383
     0.01131    0.37949
     0.01417    0.30641
     0.01747    0.24450
     0.02127    0.19335
     0.02568    0.15286
     0.03083    0.12240
     0.03693    0.10087
     0.04420    0.08448
     0.05289    0.06574
     0.06319    0.03645
     0.07504   -0.00091
     0.08830   -0.03508
     0.10273   -0.06285
     0.11809   -0.09070
     0.13399   -0.12462
     0.15010   -0.16445
     0.16618   -0.20800
     0.18210   -0.25525
     0.19770   -0.30639
     0.21291   -0.35827
     0.22774   -0.40452
     0.24230   -0.43764
     0.25677   -0.45275
     0.27132   -0.44858
     0.28616   -0.42826
     0.30144   -0.39819
     0.31730   -0.36588
     0.33383   -0.33638
     0.35095   -0.31163
     0.36832   -0.29004
     0.38569   -0.27083
     0.40297   -0.25359
     0.42010   -0.23812
     0.43709   -0.22429
     0.45395   -0.21225
     0.47065   -0.20212
     0.48707   -0.19390
     0.50295   -0.18740
     0.51785   -0.18237
     0.53129   -0.17833
     0.54321   -0.17543
     0.55518   -0.17008
     0.56884   -0.16525
     0.58419   -0.12037
     0.60055   -0.02327
     0.61717    0.04600
     0.63356    0.09080
     0.64956    0.11737
     0.66529    0.12921
     0.68103    0.12672
     0.69711    0.11041
     0.71374    0.08307
     0.73086    0.05093
     0.74812    0.02118
     0.76533   -0.00239
     0.78246   -0.02000
     0.79951   -0.03338
     0.81646   -0.04300
     0.83332   -0.04725
     0.85015   -0.04464
     0.86706   -0.03641
     0.88401   -0.02600
     0.90087   -0.01479
     0.91753    0.00059
     0.93395    0.02428
     0.95002    0.05457
     0.96534    0.08624
     0.97925    0.11693
     0.99123    0.14662
     1.00000    0.16845
