#      x          Cp  
     1.00000    0.16706
     0.99143    0.14778
     0.97979    0.12014
     0.96635    0.08783
     0.95161    0.05158
     0.93619    0.01452
     0.92046   -0.01695
     0.90439   -0.03850
     0.88781   -0.05193
     0.87070   -0.06160
     0.85315   -0.07042
     0.83535   -0.07933
     0.81746   -0.08819
     0.79962   -0.09656
     0.78191   -0.10475
     0.76437   -0.11409
     0.74694   -0.12598
     0.72955   -0.14072
     0.71215   -0.15777
     0.69474   -0.17668
     0.67733   -0.19794
     0.65992   -0.22231
     0.64253   -0.24986
     0.62531   -0.27925
     0.60861   -0.30838
     0.59295   -0.33305
     0.57883   -0.36088
     0.56644   -0.34535
     0.55519   -0.43114
     0.54328   -0.47630
     0.52956   -0.48760
     0.51440   -0.51702
     0.49826   -0.54764
     0.48156   -0.57996
     0.46456   -0.61281
     0.44741   -0.64600
     0.43017   -0.67978
     0.41287   -0.71469
     0.39553   -0.75170
     0.37820   -0.79237
     0.36094   -0.83915
     0.34386   -0.89699
     0.32710   -0.97926
     0.31080   -1.10566
     0.29496   -1.27576
     0.27953   -1.33174
     0.26444   -1.36118
     0.24957   -1.39422
     0.23484   -1.42730
     0.22018   -1.45767
     0.20557   -1.48464
     0.19100   -1.50876
     0.17649   -1.53073
     0.16208   -1.55175
     0.14782   -1.57350
     0.13378   -1.59697
     0.12005   -1.62146
     0.10675   -1.64568
     0.09396   -1.67061
     0.08186   -1.70060
     0.07064   -1.74060
     0.06047   -1.79321
     0.05149   -1.85761
     0.04368   -1.93067
     0.03696   -2.00966
     0.03120   -2.09233
     0.02624   -2.17739
     0.02197   -2.26368
     0.01826   -2.34993
     0.01504   -2.43517
     0.01222   -2.51714
     0.00976   -2.59366
     0.00762   -2.65959
     0.00576   -2.71061
     0.00417   -2.73532
     0.00283   -2.72528
     0.00174   -2.66408
     0.00088   -2.53768
     0.00027   -2.34409
    -0.00010   -2.06055
    -0.00022   -1.61056
    -0.00010   -1.15856
     0.00022   -0.75202
     0.00079   -0.32947
     0.00163    0.07593
     0.00274    0.40670
     0.00411    0.65711
     0.00575    0.82723
     0.00764    0.93092
     0.00979    0.98381
     0.01222    0.99993
     0.01494    0.99076
     0.01798    0.96426
     0.02138    0.92681
     0.02519    0.88161
     0.02948    0.83234
     0.03433    0.77997
     0.03984    0.72659
     0.04612    0.67290
     0.05332    0.62046
     0.06156    0.57061
     0.07095    0.52518
     0.08160    0.48574
     0.09354    0.45318
     0.10676    0.42749
     0.12115    0.40739
     0.13654    0.39089
     0.15270    0.37716
     0.16944    0.36685
     0.18661    0.35995
     0.20401    0.35501
     0.22134    0.35057
     0.23847    0.34547
     0.25541    0.33777
     0.27228    0.32490
     0.28930    0.30532
     0.30658    0.28030
     0.32404    0.25310
     0.34139    0.22689
     0.35862    0.20609
     0.37582    0.18984
     0.39306    0.17703
     0.41038    0.16662
     0.42778    0.15781
     0.44525    0.14995
     0.46271    0.14260
     0.48005    0.13549
     0.49704    0.12848
     0.51329    0.12305
     0.52834    0.11505
     0.54191    0.12594
     0.55508    0.07121
     0.56894    0.06232
     0.58407    0.06192
     0.60022    0.05485
     0.61692    0.04672
     0.63381    0.03773
     0.65071    0.02916
     0.66753    0.02235
     0.68428    0.01818
     0.70099    0.01674
     0.71766    0.01766
     0.73431    0.02095
     0.75092    0.02720
     0.76755    0.03689
     0.78425    0.04935
     0.80108    0.06265
     0.81804    0.07458
     0.83508    0.08379
     0.85219    0.09082
     0.86933    0.09609
     0.88642    0.09974
     0.90321    0.10234
     0.91959    0.10459
     0.93564    0.10698
     0.95137    0.10956
     0.96635    0.11208
     0.97986    0.11435
     0.99148    0.11635
     1.00000    0.16706
