#      x          Cp  
     1.00000    0.19452
     0.99087    0.18316
     0.97830    0.16574
     0.96369    0.14830
     0.94758    0.13104
     0.93061    0.11435
     0.91321    0.09811
     0.89566    0.08204
     0.87807    0.06584
     0.86051    0.04924
     0.84303    0.03202
     0.82570    0.01424
     0.80858   -0.00510
     0.79174   -0.02743
     0.77521   -0.05438
     0.75906   -0.08875
     0.74343   -0.13456
     0.72878   -0.18512
     0.71584   -0.23336
     0.70488   -0.26331
     0.69576   -0.30163
     0.68808   -0.24663
     0.68148   -0.28358
     0.67519   -0.54143
     0.66835   -0.78769
     0.66053   -0.75342
     0.65093   -0.58521
     0.63928   -0.52803
     0.62567   -0.48677
     0.61044   -0.45794
     0.59410   -0.43643
     0.57715   -0.41937
     0.55989   -0.40408
     0.54249   -0.38834
     0.52499   -0.37033
     0.50740   -0.34877
     0.48968   -0.32291
     0.47178   -0.29264
     0.45367   -0.25852
     0.43538   -0.22201
     0.41712   -0.18546
     0.39915   -0.15169
     0.38156   -0.12302
     0.36435   -0.10113
     0.34747   -0.08695
     0.33087   -0.08026
     0.31449   -0.08056
     0.29830   -0.09067
     0.28218   -0.11466
     0.26590   -0.16612
     0.24918   -0.25101
     0.23232   -0.42181
     0.21584   -0.57932
     0.19981   -0.60061
     0.18409   -0.62942
     0.16860   -0.66798
     0.15336   -0.71464
     0.13844   -0.76187
     0.12395   -0.80722
     0.11004   -0.84752
     0.09684   -0.88035
     0.08452   -0.90404
     0.07319   -0.91723
     0.06297   -0.92016
     0.05389   -0.91248
     0.04593   -0.89548
     0.03899   -0.86892
     0.03297   -0.83429
     0.02775   -0.79056
     0.02320   -0.73848
     0.01923   -0.67601
     0.01576   -0.60261
     0.01273   -0.51603
     0.01008   -0.41376
     0.00777   -0.29354
     0.00578   -0.15247
     0.00409    0.00991
     0.00270    0.19268
     0.00160    0.38760
     0.00079    0.58183
     0.00027    0.75461
     0.00002    0.88773
     0.00002    0.97260
     0.00031    0.99994
     0.00091    0.96946
     0.00184    0.89348
     0.00309    0.79142
     0.00467    0.68127
     0.00659    0.57562
     0.00887    0.48042
     0.01153    0.39779
     0.01461    0.32752
     0.01820    0.26840
     0.02238    0.21878
     0.02729    0.17701
     0.03311    0.14152
     0.04005    0.11075
     0.04839    0.08327
     0.05838    0.05747
     0.07017    0.03180
     0.08367    0.00498
     0.09859   -0.02369
     0.11452   -0.05403
     0.13114   -0.08318
     0.14823   -0.11327
     0.16561   -0.14842
     0.18300   -0.19389
     0.19998   -0.25982
     0.21632   -0.33412
     0.23205   -0.40604
     0.24730   -0.46842
     0.26229   -0.51073
     0.27723   -0.53135
     0.29227   -0.53707
     0.30747   -0.53068
     0.32285   -0.51406
     0.33844   -0.48884
     0.35423   -0.45672
     0.37027   -0.42420
     0.38660   -0.40046
     0.40325   -0.38413
     0.42029   -0.37291
     0.43772   -0.36279
     0.45556   -0.23721
     0.47376   -0.09758
     0.49219   -0.05510
     0.51063   -0.02564
     0.52895    0.00239
     0.54709    0.02969
     0.56492    0.05704
     0.58212    0.08557
     0.59817    0.11679
     0.61245    0.15016
     0.62456    0.18869
     0.63468    0.22456
     0.64319    0.29917
     0.65128    0.25278
     0.66022    0.13147
     0.66986    0.11090
     0.68103    0.11994
     0.69427    0.08812
     0.70931    0.05094
     0.72558    0.00633
     0.74223   -0.03614
     0.75893   -0.06415
     0.77573   -0.07868
     0.79268   -0.08470
     0.80979   -0.08428
     0.82707   -0.07917
     0.84447   -0.07153
     0.86194   -0.06138
     0.87943   -0.04799
     0.89690   -0.03103
     0.91428   -0.01008
     0.93144    0.01536
     0.94816    0.04569
     0.96399    0.08095
     0.97839    0.12017
     0.99086    0.16136
     1.00000    0.19452
