#      x          Cp  
     1.00000    0.16146
     0.99129    0.15167
     0.97935    0.13773
     0.96544    0.12299
     0.95000    0.10839
     0.93368    0.09410
     0.91697    0.07879
     0.90001    0.06195
     0.88286    0.04469
     0.86567    0.02768
     0.84858    0.00997
     0.83155   -0.00989
     0.81450   -0.03252
     0.79741   -0.05779
     0.78029   -0.08602
     0.76319   -0.11866
     0.74621   -0.15730
     0.72956   -0.20041
     0.71345   -0.24595
     0.69784   -0.28815
     0.68255   -0.32099
     0.66738   -0.34026
     0.65214   -0.34560
     0.63675   -0.33950
     0.62129   -0.32703
     0.60612   -0.31328
     0.59185   -0.29926
     0.57908   -0.29601
     0.56806   -0.26212
     0.55844   -0.29669
     0.54908   -0.36859
     0.53843   -0.29220
     0.52588   -0.27681
     0.51138   -0.25079
     0.49533   -0.23063
     0.47832   -0.21256
     0.46081   -0.19698
     0.44305   -0.18325
     0.42518   -0.17191
     0.40739   -0.16834
     0.38978   -0.18884
     0.37238   -0.26004
     0.35515   -0.38712
     0.33801   -0.42660
     0.32091   -0.43805
     0.30412   -0.44782
     0.28785   -0.45609
     0.27194   -0.46314
     0.25604   -0.46939
     0.23981   -0.47551
     0.22325   -0.48254
     0.20681   -0.49187
     0.19076   -0.50545
     0.17516   -0.52600
     0.16002   -0.55615
     0.14535   -0.59629
     0.13115   -0.64520
     0.11745   -0.69492
     0.10435   -0.74029
     0.09201   -0.78101
     0.08060   -0.81621
     0.07023   -0.84113
     0.06093   -0.85008
     0.05264   -0.84002
     0.04531   -0.81306
     0.03885   -0.77417
     0.03318   -0.72885
     0.02819   -0.68005
     0.02381   -0.62807
     0.01996   -0.57204
     0.01656   -0.50908
     0.01355   -0.43672
     0.01091   -0.35198
     0.00858   -0.25076
     0.00655   -0.13134
     0.00480    0.00962
     0.00333    0.17145
     0.00212    0.34923
     0.00120    0.53236
     0.00054    0.70473
     0.00015    0.84555
    -0.00001    0.94376
     0.00009    0.99448
     0.00046    0.99215
     0.00111    0.94120
     0.00206    0.85595
     0.00331    0.75194
     0.00484    0.64392
     0.00668    0.53967
     0.00884    0.44487
     0.01133    0.36098
     0.01419    0.28855
     0.01749    0.22747
     0.02130    0.17720
     0.02571    0.13757
     0.03088    0.10785
     0.03699    0.08685
     0.04428    0.07093
     0.05301    0.05298
     0.06335    0.02523
     0.07524   -0.01052
     0.08853   -0.04403
     0.10301   -0.07191
     0.11839   -0.09982
     0.13430   -0.13341
     0.15040   -0.17275
     0.16646   -0.21581
     0.18234   -0.26221
     0.19791   -0.31169
     0.21308   -0.36111
     0.22788   -0.40444
     0.24241   -0.43469
     0.25685   -0.44738
     0.27139   -0.44161
     0.28620   -0.42077
     0.30147   -0.39113
     0.31731   -0.35964
     0.33383   -0.33079
     0.35092   -0.30634
     0.36827   -0.28520
     0.38564   -0.26668
     0.40291   -0.25042
     0.42004   -0.23636
     0.43704   -0.22442
     0.45390   -0.21452
     0.47059   -0.20651
     0.48697   -0.20020
     0.50278   -0.19530
     0.51753   -0.19161
     0.53078   -0.18872
     0.54246   -0.18685
     0.55404   -0.18331
     0.56723   -0.18062
     0.58225   -0.17769
     0.59846   -0.17464
     0.61509   -0.17148
     0.63158   -0.16811
     0.64773   -0.16428
     0.66361   -0.10784
     0.67947   -0.03179
     0.69562    0.03542
     0.71229    0.07358
     0.72945    0.08494
     0.74676    0.07591
     0.76402    0.05715
     0.78122    0.03680
     0.79836    0.01853
     0.81542    0.00392
     0.83242   -0.00551
     0.84940   -0.00855
     0.86643   -0.00593
     0.88350   -0.00021
     0.90048    0.00731
     0.91726    0.01891
     0.93379    0.03813
     0.94994    0.06327
     0.96531    0.09017
     0.97924    0.11668
     0.99123    0.14260
     1.00000    0.16146
