#      x          Cp  
     1.00000    0.08848
     0.99161    0.07860
     0.98014    0.06314
     0.96684    0.04643
     0.95215    0.02910
     0.93662    0.01256
     0.92065   -0.00147
     0.90441   -0.01192
     0.88794   -0.01916
     0.87140   -0.02455
     0.85500   -0.03013
     0.83878   -0.03796
     0.82265   -0.04890
     0.80653   -0.06252
     0.79039   -0.07811
     0.77428   -0.09608
     0.75817   -0.11796
     0.74199   -0.14533
     0.72568   -0.17842
     0.70940   -0.21498
     0.69332   -0.25102
     0.67743   -0.28304
     0.66161   -0.30906
     0.64574   -0.32902
     0.62972   -0.34445
     0.61354   -0.35760
     0.59725   -0.37044
     0.58096   -0.38475
     0.56489   -0.39874
     0.54914   -0.42327
     0.53305   -0.42233
     0.51654   -0.43173
     0.49980   -0.44266
     0.48294   -0.45632
     0.46605   -0.47252
     0.44918   -0.49119
     0.43236   -0.51206
     0.41564   -0.53455
     0.39902   -0.55780
     0.38253   -0.58057
     0.36614   -0.60134
     0.34981   -0.61835
     0.33348   -0.62963
     0.31703   -0.64094
     0.30047   -0.66977
     0.28385   -0.74682
     0.26726   -0.92375
     0.25084   -1.08844
     0.23472   -1.10611
     0.21897   -1.12342
     0.20357   -1.14249
     0.18849   -1.16517
     0.17368   -1.19306
     0.15912   -1.22724
     0.14485   -1.26769
     0.13090   -1.31486
     0.11732   -1.36768
     0.10421   -1.42447
     0.09169   -1.48491
     0.07994   -1.54935
     0.06916   -1.61672
     0.05945   -1.68389
     0.05084   -1.74746
     0.04332   -1.80609
     0.03678   -1.86081
     0.03112   -1.91363
     0.02622   -1.96559
     0.02197   -2.01630
     0.01827   -2.06479
     0.01505   -2.10879
     0.01223   -2.14484
     0.00977   -2.16917
     0.00763   -2.17469
     0.00578   -2.15498
     0.00420   -2.09799
     0.00288   -1.99361
     0.00182   -1.83116
     0.00100   -1.60101
     0.00042   -1.31306
     0.00008   -0.97990
    -0.00003   -0.61666
     0.00008   -0.24450
     0.00040    0.08955
     0.00097    0.39279
     0.00180    0.63972
     0.00290    0.81599
     0.00427    0.92784
     0.00592    0.98421
     0.00784    0.99999
     0.01006    0.98668
     0.01260    0.95424
     0.01549    0.90947
     0.01880    0.85750
     0.02257    0.80163
     0.02691    0.74436
     0.03193    0.68735
     0.03776    0.63180
     0.04459    0.57835
     0.05258    0.52674
     0.06190    0.47627
     0.07257    0.42703
     0.08453    0.38139
     0.09762    0.34192
     0.11167    0.30851
     0.12648    0.27861
     0.14182    0.25026
     0.15752    0.22334
     0.17345    0.19787
     0.18950    0.17273
     0.20556    0.14676
     0.22152    0.12020
     0.23733    0.09504
     0.25303    0.07352
     0.26868    0.05711
     0.28438    0.04598
     0.30021    0.03929
     0.31622    0.03577
     0.33245    0.03482
     0.34889    0.03331
     0.36541    0.03016
     0.38194    0.02606
     0.39844    0.02161
     0.41490    0.01752
     0.43131    0.01433
     0.44769    0.01245
     0.46407    0.01217
     0.48045    0.01361
     0.49686    0.01677
     0.51329    0.02162
     0.52973    0.02770
     0.54612    0.03633
     0.56233    0.03922
     0.57881    0.04302
     0.59553    0.04741
     0.61234    0.05233
     0.62911    0.05714
     0.64572    0.06087
     0.66218    0.06234
     0.67861    0.06028
     0.69510    0.05362
     0.71166    0.04252
     0.72806    0.02937
     0.74419    0.01792
     0.76010    0.01113
     0.77590    0.01000
     0.79168    0.01378
     0.80744    0.02141
     0.82316    0.03234
     0.83886    0.04574
     0.85463    0.05899
     0.87058    0.06874
     0.88681    0.07477
     0.90327    0.07919
     0.91977    0.08224
     0.93609    0.08437
     0.95192    0.08589
     0.96678    0.08694
     0.98014    0.08764
     0.99161    0.08811
     1.00000    0.08848
