#      x          Cp  
     1.00000    0.10160
     0.99128    0.09133
     0.97929    0.07550
     0.96531    0.05855
     0.94985    0.04144
     0.93348    0.02533
     0.91665    0.01101
     0.89959   -0.00101
     0.88248   -0.01066
     0.86556   -0.01903
     0.84892   -0.02851
     0.83249   -0.04116
     0.81612   -0.05744
     0.79974   -0.07664
     0.78338   -0.09859
     0.76705   -0.12487
     0.75069   -0.15810
     0.73423   -0.20013
     0.71777   -0.24952
     0.70161   -0.30068
     0.68578   -0.34708
     0.67013   -0.38396
     0.65452   -0.40954
     0.63885   -0.42523
     0.62321   -0.43441
     0.60792   -0.44075
     0.59355   -0.44506
     0.58073   -0.45451
     0.56972   -0.43736
     0.56025   -0.44843
     0.55127   -0.59847
     0.54127   -0.53155
     0.52938   -0.52685
     0.51551   -0.51940
     0.50000   -0.52071
     0.48342   -0.52653
     0.46630   -0.53781
     0.44893   -0.55433
     0.43150   -0.57570
     0.41413   -0.60099
     0.39691   -0.62869
     0.37983   -0.65673
     0.36289   -0.68217
     0.34600   -0.70190
     0.32903   -0.70908
     0.31190   -0.71458
     0.29487   -0.72763
     0.27804   -0.75668
     0.26132   -0.81210
     0.24462   -0.89743
     0.22815   -1.00307
     0.21220   -1.11190
     0.19678   -1.21882
     0.18177   -1.35990
     0.16709   -1.61658
     0.15275   -1.67228
     0.13873   -1.72039
     0.12507   -1.77543
     0.11176   -1.83663
     0.09888   -1.90259
     0.08657   -1.97490
     0.07504   -2.05506
     0.06450   -2.14106
     0.05506   -2.22669
     0.04675   -2.30657
     0.03951   -2.38043
     0.03324   -2.45200
     0.02784   -2.52556
     0.02319   -2.60255
     0.01918   -2.68210
     0.01570   -2.76220
     0.01269   -2.83930
     0.01008   -2.90782
     0.00782   -2.96141
     0.00588   -2.98820
     0.00423   -2.97829
     0.00287   -2.90891
     0.00177   -2.76880
     0.00094   -2.53851
     0.00037   -2.22370
     0.00005   -1.84195
    -0.00004   -1.37939
     0.00011   -0.89510
     0.00050   -0.44928
     0.00117   -0.01777
     0.00213    0.34239
     0.00339    0.61656
     0.00494    0.80468
     0.00681    0.92012
     0.00899    0.98012
     0.01152    0.99970
     0.01443    0.99163
     0.01777    0.96473
     0.02163    0.92620
     0.02609    0.87989
     0.03130    0.83024
     0.03743    0.77895
     0.04470    0.72833
     0.05336    0.67822
     0.06358    0.62777
     0.07540    0.57767
     0.08871    0.53257
     0.10338    0.49527
     0.11921    0.46185
     0.13583    0.42627
     0.15282    0.38806
     0.16989    0.34910
     0.18685    0.30782
     0.20349    0.26212
     0.21964    0.21393
     0.23533    0.16864
     0.25070    0.13125
     0.26593    0.10479
     0.28124    0.08927
     0.29678    0.08299
     0.31267    0.08271
     0.32898    0.08659
     0.34570    0.08933
     0.36262    0.08780
     0.37957    0.08364
     0.39647    0.07841
     0.41329    0.07364
     0.43001    0.07051
     0.44665    0.06983
     0.46318    0.07204
     0.47952    0.07727
     0.49545    0.08520
     0.51059    0.09577
     0.52438    0.10449
     0.53649    0.11997
     0.54746    0.12042
     0.55914    0.10038
     0.57274    0.11019
     0.58800    0.11582
     0.60427    0.12352
     0.62091    0.13148
     0.63750    0.13844
     0.65389    0.14286
     0.67017    0.14278
     0.68654    0.13533
     0.70317    0.11813
     0.71999    0.09300
     0.73664    0.06677
     0.75304    0.04607
     0.76927    0.03370
     0.78545    0.02888
     0.80161    0.02959
     0.81774    0.03535
     0.83383    0.04744
     0.84997    0.06531
     0.86627    0.08273
     0.88284    0.09257
     0.89966    0.09774
     0.91657    0.10054
     0.93338    0.10182
     0.94976    0.10224
     0.96525    0.10220
     0.97925    0.10196
     0.99127    0.10168
     1.00000    0.10160
