#      x          Cp  
     1.00000    0.12129
     0.99151    0.11006
     0.97988    0.09351
     0.96635    0.07512
     0.95131    0.05580
     0.93530    0.03663
     0.91874    0.01822
     0.90192    0.00103
     0.88499   -0.01455
     0.86811   -0.02880
     0.85141   -0.04318
     0.83486   -0.05935
     0.81838   -0.07799
     0.80192   -0.09882
     0.78550   -0.12189
     0.76914   -0.14862
     0.75279   -0.18145
     0.73640   -0.22202
     0.72012   -0.26904
     0.70419   -0.31768
     0.68859   -0.36208
     0.67318   -0.39764
     0.65779   -0.42234
     0.64227   -0.43712
     0.62656   -0.44510
     0.61076   -0.45039
     0.59513   -0.45526
     0.58013   -0.46609
     0.56634   -0.45594
     0.55367   -0.52473
     0.54056   -0.50067
     0.52591   -0.49346
     0.51002   -0.49043
     0.49338   -0.49331
     0.47638   -0.50110
     0.45920   -0.51387
     0.44196   -0.53135
     0.42476   -0.55275
     0.40770   -0.57668
     0.39081   -0.60116
     0.37409   -0.62356
     0.35750   -0.64060
     0.34093   -0.64816
     0.32425   -0.64199
     0.30760   -0.63879
     0.29124   -0.64465
     0.27516   -0.66912
     0.25916   -0.72101
     0.24303   -0.80323
     0.22683   -0.90872
     0.21095   -1.02245
     0.19552   -1.13308
     0.18051   -1.23696
     0.16587   -1.33498
     0.15162   -1.43257
     0.13775   -1.55895
     0.12426   -1.83429
     0.11120   -1.93101
     0.09863   -1.99002
     0.08673   -2.05630
     0.07568   -2.13281
     0.06561   -2.22149
     0.05659   -2.31736
     0.04858   -2.40947
     0.04154   -2.49405
     0.03538   -2.57394
     0.03001   -2.65390
     0.02533   -2.73755
     0.02124   -2.82472
     0.01766   -2.91490
     0.01452   -3.00409
     0.01177   -3.09006
     0.00937   -3.16422
     0.00727   -3.21926
     0.00546   -3.24369
     0.00392   -3.21727
     0.00264   -3.12641
     0.00161   -2.94842
     0.00085   -2.67148
     0.00033   -2.30503
     0.00005   -1.87426
     0.00000   -1.39536
     0.00018   -0.90038
     0.00060   -0.43241
     0.00130   -0.00169
     0.00227    0.34971
     0.00352    0.61418
     0.00506    0.79688
     0.00689    0.91106
     0.00901    0.97377
     0.01147    0.99819
     0.01428    0.99601
     0.01751    0.97529
     0.02121    0.94251
     0.02549    0.90154
     0.03047    0.85638
     0.03630    0.80887
     0.04322    0.76103
     0.05145    0.71233
     0.06117    0.66124
     0.07244    0.60756
     0.08512    0.55602
     0.09907    0.51057
     0.11408    0.46909
     0.12983    0.42655
     0.14593    0.38154
     0.16211    0.33578
     0.17820    0.28929
     0.19405    0.24048
     0.20953    0.18951
     0.22461    0.13971
     0.23935    0.09596
     0.25391    0.06222
     0.26845    0.04060
     0.28315    0.03079
     0.29817    0.03045
     0.31362    0.03625
     0.32957    0.04620
     0.34603    0.05412
     0.36275    0.05668
     0.37952    0.05543
     0.39625    0.05206
     0.41288    0.04840
     0.42941    0.04588
     0.44587    0.04551
     0.46228    0.04786
     0.47866    0.05325
     0.49500    0.06155
     0.51121    0.07259
     0.52713    0.08406
     0.54234    0.09896
     0.55774    0.10087
     0.57369    0.10722
     0.59024    0.11489
     0.60704    0.12336
     0.62374    0.13169
     0.64017    0.13892
     0.65632    0.14413
     0.67235    0.14577
     0.68847    0.14103
     0.70487    0.12730
     0.72150    0.10589
     0.73807    0.08288
     0.75444    0.06421
     0.77070    0.05234
     0.78693    0.04651
     0.80317    0.04493
     0.81941    0.04693
     0.83565    0.05335
     0.85194    0.06467
     0.86837    0.07909
     0.88497    0.09303
     0.90169    0.10356
     0.91840    0.11019
     0.93491    0.11479
     0.95095    0.11779
     0.96607    0.11953
     0.97970    0.12046
     0.99143    0.12092
     1.00000    0.12129
