#      x          Cp  
     1.00000    0.11323
     0.99165    0.10114
     0.98023    0.08344
     0.96698    0.06339
     0.95235    0.04175
     0.93691    0.02011
     0.92105    0.00066
     0.90489   -0.01515
     0.88844   -0.02768
     0.87176   -0.03825
     0.85501   -0.04837
     0.83834   -0.05945
     0.82172   -0.07211
     0.80514   -0.08612
     0.78861   -0.10130
     0.77217   -0.11848
     0.75576   -0.13924
     0.73931   -0.16490
     0.72274   -0.19532
     0.70621   -0.22831
     0.68986   -0.26061
     0.67367   -0.28961
     0.65753   -0.31411
     0.64135   -0.33442
     0.62508   -0.35194
     0.60877   -0.36845
     0.59252   -0.38590
     0.57662   -0.40305
     0.56134   -0.43318
     0.54610   -0.41363
     0.53059   -0.42771
     0.51440   -0.44192
     0.49776   -0.45812
     0.48090   -0.47632
     0.46396   -0.49694
     0.44703   -0.51992
     0.43017   -0.54498
     0.41341   -0.57151
     0.39677   -0.59870
     0.38024   -0.62529
     0.36381   -0.64978
     0.34743   -0.67040
     0.33100   -0.68407
     0.31440   -0.69577
     0.29765   -0.71436
     0.28083   -0.75330
     0.26406   -0.84687
     0.24752   -1.04609
     0.23137   -1.28207
     0.21565   -1.30036
     0.20035   -1.31835
     0.18541   -1.33856
     0.17079   -1.36322
     0.15647   -1.39447
     0.14248   -1.43377
     0.12885   -1.48096
     0.11560   -1.53575
     0.10280   -1.59548
     0.09055   -1.65888
     0.07902   -1.72647
     0.06842   -1.79768
     0.05885   -1.86968
     0.05037   -1.93902
     0.04294   -2.00411
     0.03648   -2.06607
     0.03089   -2.12676
     0.02604   -2.18774
     0.02183   -2.24862
     0.01817   -2.30892
     0.01497   -2.36588
     0.01218   -2.41754
     0.00975   -2.45861
     0.00762   -2.48451
     0.00579   -2.48592
     0.00422   -2.45359
     0.00290   -2.37541
     0.00184   -2.23647
     0.00101   -2.03013
     0.00043   -1.75347
     0.00007   -1.42270
    -0.00005   -1.02998
     0.00004   -0.61611
     0.00035   -0.23897
     0.00089    0.12056
     0.00170    0.42973
     0.00278    0.66847
     0.00412    0.83394
     0.00574    0.93581
     0.00763    0.98627
     0.00980    0.99998
     0.01229    0.98754
     0.01511    0.95786
     0.01833    0.91681
     0.02199    0.86898
     0.02619    0.81739
     0.03102    0.76428
     0.03662    0.71135
     0.04316    0.65961
     0.05083    0.60934
     0.05980    0.56010
     0.07018    0.51167
     0.08194    0.46604
     0.09497    0.42633
     0.10914    0.39298
     0.12425    0.36262
     0.13999    0.33195
     0.15608    0.30096
     0.17234    0.27079
     0.18865    0.24095
     0.20490    0.21026
     0.22097    0.17901
     0.23682    0.14933
     0.25251    0.12380
     0.26812    0.10407
     0.28378    0.09036
     0.29958    0.08173
     0.31558    0.07671
     0.33184    0.07460
     0.34835    0.07210
     0.36498    0.06770
     0.38162    0.06208
     0.39824    0.05584
     0.41481    0.04971
     0.43133    0.04427
     0.44780    0.03995
     0.46424    0.03709
     0.48065    0.03580
     0.49702    0.03612
     0.51330    0.03779
     0.52934    0.04119
     0.54487    0.04307
     0.55988    0.05806
     0.57489    0.05914
     0.59077    0.06161
     0.60724    0.06416
     0.62401    0.06699
     0.64084    0.06929
     0.65763    0.07005
     0.67437    0.06814
     0.69115    0.06267
     0.70794    0.05375
     0.72456    0.04313
     0.74091    0.03374
     0.75705    0.02814
     0.77310    0.02739
     0.78914    0.03095
     0.80523    0.03761
     0.82134    0.04658
     0.83749    0.05747
     0.85370    0.06923
     0.87005    0.07995
     0.88658    0.08816
     0.90321    0.09414
     0.91976    0.09907
     0.93606    0.10309
     0.95191    0.10635
     0.96680    0.10891
     0.98017    0.11084
     0.99163    0.11223
     1.00000    0.11323
