#      x          Cp  
     1.00000    0.19476
     0.99114    0.17944
     0.97897    0.15845
     0.96479    0.13903
     0.94907    0.12261
     0.93251    0.10839
     0.91559    0.09275
     0.89842    0.07513
     0.88111    0.05818
     0.86384    0.04263
     0.84671    0.02584
     0.82967    0.00513
     0.81259   -0.01990
     0.79545   -0.04826
     0.77826   -0.08020
     0.76109   -0.11822
     0.74401   -0.16508
     0.72727   -0.21988
     0.71109   -0.27675
     0.69542   -0.32723
     0.68006   -0.36386
     0.66480   -0.38273
     0.64947   -0.38435
     0.63403   -0.37352
     0.61867   -0.35673
     0.60386   -0.34069
     0.59030   -0.32197
     0.57849   -0.32460
     0.56844   -0.26348
     0.55977   -0.28565
     0.55151   -0.49373
     0.54232   -0.37036
     0.53135   -0.34012
     0.51834   -0.31361
     0.50333   -0.29398
     0.48684   -0.27868
     0.46948   -0.26920
     0.45166   -0.26538
     0.43362   -0.26665
     0.41553   -0.27161
     0.39756   -0.27788
     0.37980   -0.28221
     0.36225   -0.28045
     0.34482   -0.26769
     0.32745   -0.23543
     0.31027   -0.20135
     0.29361   -0.17503
     0.27740   -0.16655
     0.26133   -0.18468
     0.24502   -0.22973
     0.22832   -0.31161
     0.21160   -0.54713
     0.19525   -0.57645
     0.17936   -0.60231
     0.16392   -0.63770
     0.14895   -0.68496
     0.13445   -0.73519
     0.12046   -0.77797
     0.10704   -0.81330
     0.09436   -0.84626
     0.08260   -0.87885
     0.07190   -0.90500
     0.06229   -0.91642
     0.05374   -0.90758
     0.04618   -0.87935
     0.03953   -0.83775
     0.03370   -0.78926
     0.02858   -0.73815
     0.02410   -0.68474
     0.02016   -0.62855
     0.01669   -0.56587
     0.01363   -0.49388
     0.01094   -0.40953
     0.00858   -0.30742
     0.00652   -0.18631
     0.00475   -0.04155
     0.00327    0.12629
     0.00206    0.31223
     0.00114    0.50539
     0.00050    0.68729
     0.00012    0.83660
    -0.00001    0.94049
     0.00012    0.99426
     0.00053    0.99168
     0.00124    0.93878
     0.00225    0.85097
     0.00356    0.74543
     0.00518    0.63653
     0.00711    0.53229
     0.00936    0.43823
     0.01198    0.35511
     0.01498    0.28404
     0.01845    0.22431
     0.02247    0.17600
     0.02714    0.13877
     0.03264    0.11212
     0.03918    0.09418
     0.04702    0.07914
     0.05641    0.05666
     0.06746    0.02097
     0.08007   -0.01758
     0.09403   -0.04816
     0.10913   -0.07421
     0.12502   -0.10523
     0.14130   -0.14439
     0.15768   -0.18861
     0.17395   -0.23669
     0.18996   -0.28998
     0.20558   -0.34743
     0.22078   -0.40317
     0.23563   -0.44830
     0.25029   -0.47576
     0.26495   -0.48184
     0.27982   -0.46722
     0.29507   -0.43703
     0.31088   -0.40068
     0.32733   -0.36755
     0.34446   -0.34161
     0.36196   -0.31918
     0.37955   -0.29886
     0.39706   -0.28055
     0.41444   -0.26495
     0.43165   -0.25273
     0.44870   -0.23445
     0.46552   -0.18172
     0.48194   -0.14675
     0.49761   -0.11939
     0.51203   -0.08709
     0.52472   -0.06947
     0.53561    0.00839
     0.54528    0.02865
     0.55523   -0.10087
     0.56689   -0.04170
     0.58063   -0.02137
     0.59606    0.00644
     0.61240    0.03611
     0.62888    0.06568
     0.64511    0.08938
     0.66108    0.10165
     0.67702    0.09905
     0.69323    0.08135
     0.70998    0.05193
     0.72727    0.01798
     0.74472   -0.01233
     0.76209   -0.03472
     0.77938   -0.04984
     0.79659   -0.06043
     0.81371   -0.06772
     0.83073   -0.06988
     0.84773   -0.06439
     0.86480   -0.05203
     0.88196   -0.03707
     0.89909   -0.02220
     0.91604   -0.00406
     0.93275    0.02291
     0.94912    0.05777
     0.96472    0.09469
     0.97890    0.13116
     0.99110    0.16741
     1.00000    0.19476
