#      x          Cp  
     1.00000    0.16379
     0.99136    0.15252
     0.97952    0.13659
     0.96571    0.11968
     0.95036    0.10283
     0.93406    0.08637
     0.91730    0.06914
     0.90027    0.05066
     0.88306    0.03201
     0.86580    0.01386
     0.84860   -0.00465
     0.83146   -0.02486
     0.81433   -0.04730
     0.79718   -0.07187
     0.78006   -0.09906
     0.76298   -0.13049
     0.74601   -0.16790
     0.72937   -0.21084
     0.71323   -0.25566
     0.69756   -0.29680
     0.68220   -0.32882
     0.66696   -0.34772
     0.65166   -0.35363
     0.63619   -0.34916
     0.62066   -0.33890
     0.60538   -0.32759
     0.59095   -0.31550
     0.57796   -0.31521
     0.56668   -0.27860
     0.55672   -0.34010
     0.54673   -0.36585
     0.53520   -0.30914
     0.52178   -0.29385
     0.50657   -0.27319
     0.49010   -0.25709
     0.47292   -0.24395
     0.45537   -0.23356
     0.43765   -0.22485
     0.41991   -0.21649
     0.40228   -0.20753
     0.38486   -0.20100
     0.36764   -0.20978
     0.35056   -0.25966
     0.33354   -0.38435
     0.31660   -0.54869
     0.30005   -0.58008
     0.28401   -0.58831
     0.26826   -0.59492
     0.25242   -0.60047
     0.23623   -0.60557
     0.21975   -0.61099
     0.20347   -0.61776
     0.18759   -0.62727
     0.17216   -0.64157
     0.15719   -0.66365
     0.14270   -0.69666
     0.12867   -0.74085
     0.11516   -0.79483
     0.10226   -0.85198
     0.09014   -0.90763
     0.07896   -0.95832
     0.06881   -0.99843
     0.05971   -1.02192
     0.05161   -1.02588
     0.04444   -1.01296
     0.03813   -0.98811
     0.03257   -0.95711
     0.02769   -0.92286
     0.02339   -0.88549
     0.01961   -0.84408
     0.01627   -0.79543
     0.01332   -0.73684
     0.01071   -0.66465
     0.00842   -0.57375
     0.00642   -0.46127
     0.00470   -0.32167
     0.00326   -0.15327
     0.00207    0.04101
     0.00116    0.25369
     0.00052    0.46758
     0.00014    0.66067
    -0.00001    0.81526
     0.00009    0.92952
     0.00046    0.98994
     0.00111    0.99649
     0.00205    0.95782
     0.00327    0.88942
     0.00479    0.80473
     0.00661    0.71529
     0.00873    0.62748
     0.01119    0.54554
     0.01401    0.47100
     0.01726    0.40503
     0.02100    0.34772
     0.02534    0.29949
     0.03041    0.26006
     0.03639    0.22878
     0.04352    0.20279
     0.05206    0.17602
     0.06217    0.14102
     0.07384    0.09841
     0.08690    0.05773
     0.10115    0.02327
     0.11633   -0.00987
     0.13208   -0.04759
     0.14803   -0.09057
     0.16397   -0.13676
     0.17974   -0.18555
     0.19522   -0.23697
     0.21033   -0.28885
     0.22507   -0.33617
     0.23953   -0.37240
     0.25387   -0.39271
     0.26826   -0.39535
     0.28289   -0.38234
     0.29793   -0.35851
     0.31352   -0.32990
     0.32975   -0.30089
     0.34661   -0.27497
     0.36380   -0.25225
     0.38107   -0.23197
     0.39827   -0.21364
     0.41534   -0.19697
     0.43229   -0.18188
     0.44912   -0.16844
     0.46582   -0.15666
     0.48232   -0.14680
     0.49845   -0.13893
     0.51382   -0.13291
     0.52797   -0.12827
     0.54058   -0.12527
     0.55281   -0.12116
     0.56642   -0.11758
     0.58172   -0.11404
     0.59806   -0.11057
     0.61478   -0.10727
     0.63135   -0.10404
     0.64758   -0.10070
     0.66354   -0.09702
     0.67948   -0.09277
     0.69569   -0.08769
     0.71238   -0.06929
     0.72951    0.00241
     0.74676    0.05036
     0.76395    0.06807
     0.78110    0.06521
     0.79823    0.05308
     0.81532    0.03942
     0.83238    0.02870
     0.84944    0.02322
     0.86653    0.02293
     0.88365    0.02598
     0.90069    0.03137
     0.91752    0.04087
     0.93409    0.05679
     0.95025    0.07795
     0.96556    0.10103
     0.97940    0.12421
     0.99130    0.14719
     1.00000    0.16379
