#      x          Cp  
     1.00000    0.12805
     0.99150    0.11502
     0.97988    0.09578
     0.96635    0.07361
     0.95136    0.04935
     0.93553    0.02511
     0.91925    0.00425
     0.90260   -0.01120
     0.88558   -0.02201
     0.86830   -0.03040
     0.85108   -0.03883
     0.83401   -0.04923
     0.81702   -0.06211
     0.80010   -0.07682
     0.78326   -0.09323
     0.76652   -0.11272
     0.74979   -0.13751
     0.73291   -0.16910
     0.71579   -0.20698
     0.69860   -0.24799
     0.68156   -0.28792
     0.66463   -0.32406
     0.64775   -0.35576
     0.63087   -0.38404
     0.61405   -0.41075
     0.59753   -0.43807
     0.58172   -0.46453
     0.56711   -0.50955
     0.55362   -0.51370
     0.54047   -0.46326
     0.52669   -0.51088
     0.51140   -0.53130
     0.49491   -0.56133
     0.47775   -0.59363
     0.46027   -0.63004
     0.44272   -0.67034
     0.42522   -0.71433
     0.40784   -0.76140
     0.39061   -0.81085
     0.37353   -0.86155
     0.35658   -0.91225
     0.33970   -0.96080
     0.32280   -1.00401
     0.30585   -1.05530
     0.28896   -1.11455
     0.27226   -1.18373
     0.25586   -1.26526
     0.23989   -1.36218
     0.22442   -1.48723
     0.20944   -1.66954
     0.19488   -1.82280
     0.18066   -1.86403
     0.16672   -1.91050
     0.15303   -1.96106
     0.13961   -2.01321
     0.12652   -2.06268
     0.11375   -2.10414
     0.10136   -2.13600
     0.08941   -2.16541
     0.07804   -2.20315
     0.06748   -2.25605
     0.05791   -2.32290
     0.04942   -2.39946
     0.04202   -2.48246
     0.03562   -2.57026
     0.03010   -2.66223
     0.02534   -2.75786
     0.02122   -2.85718
     0.01764   -2.95931
     0.01452   -3.06363
     0.01180   -3.16798
     0.00943   -3.26977
     0.00736   -3.36457
     0.00556   -3.44520
     0.00403   -3.50321
     0.00273   -3.52312
     0.00168   -3.49244
     0.00085   -3.39206
     0.00026   -3.21850
    -0.00011   -2.93913
    -0.00023   -2.44681
    -0.00013   -1.93386
     0.00018   -1.46382
     0.00073   -0.96518
     0.00155   -0.44738
     0.00264   -0.00726
     0.00400    0.34815
     0.00562    0.60955
     0.00750    0.78960
     0.00965    0.90306
     0.01208    0.96755
     0.01480    0.99572
     0.01785    0.99866
     0.02127    0.98380
     0.02513    0.95696
     0.02949    0.92166
     0.03444    0.88133
     0.04012    0.83760
     0.04666    0.79256
     0.05424    0.74733
     0.06302    0.70323
     0.07316    0.66169
     0.08476    0.62486
     0.09789    0.59503
     0.11253    0.57236
     0.12843    0.55271
     0.14504    0.53153
     0.16196    0.50924
     0.17898    0.48729
     0.19604    0.46343
     0.21322    0.43465
     0.23055    0.40174
     0.24783    0.36895
     0.26492    0.33980
     0.28190    0.31536
     0.29888    0.29523
     0.31594    0.27856
     0.33316    0.26577
     0.35058    0.25266
     0.36805    0.23803
     0.38550    0.22287
     0.40287    0.20785
     0.42015    0.19356
     0.43735    0.18047
     0.45445    0.16891
     0.47143    0.15911
     0.48824    0.15114
     0.50473    0.14494
     0.52060    0.13982
     0.53539    0.13708
     0.54855    0.12089
     0.55999    0.15820
     0.57149    0.15806
     0.58456    0.15324
     0.59937    0.14921
     0.61554    0.14550
     0.63253    0.14184
     0.64988    0.13715
     0.66733    0.12960
     0.68484    0.11748
     0.70231    0.10039
     0.71950    0.08053
     0.73628    0.06217
     0.75274    0.04943
     0.76902    0.04434
     0.78527    0.04620
     0.80157    0.05295
     0.81792    0.06337
     0.83429    0.07739
     0.85074    0.09314
     0.86736    0.10536
     0.88425    0.11265
     0.90130    0.11740
     0.91823    0.12044
     0.93488    0.12269
     0.95108    0.12450
     0.96629    0.12587
     0.97990    0.12683
     0.99152    0.12747
     1.00000    0.12805
