#      x          Cp  
     1.00000    0.17080
     0.99143    0.15868
     0.97970    0.14135
     0.96604    0.12224
     0.95085    0.10259
     0.93474    0.08303
     0.91819    0.06241
     0.90136    0.04003
     0.88432    0.01699
     0.86720   -0.00567
     0.85011   -0.02857
     0.83307   -0.05315
     0.81602   -0.08013
     0.79895   -0.10949
     0.78190   -0.14166
     0.76489   -0.17836
     0.74802   -0.22175
     0.73147   -0.27191
     0.71543   -0.32530
     0.69987   -0.37579
     0.68464   -0.41671
     0.66954   -0.44331
     0.65438   -0.45481
     0.63902   -0.45346
     0.62348   -0.44477
     0.60798   -0.43441
     0.59297   -0.42419
     0.57909   -0.42637
     0.56680   -0.38814
     0.55581   -0.47364
     0.54466   -0.47197
     0.53184   -0.42524
     0.51724   -0.40959
     0.50120   -0.39607
     0.48431   -0.38852
     0.46697   -0.38660
     0.44942   -0.39013
     0.43176   -0.39834
     0.41415   -0.40970
     0.39671   -0.42186
     0.37948   -0.43163
     0.36244   -0.43509
     0.34552   -0.42781
     0.32862   -0.40218
     0.31186   -0.37433
     0.29556   -0.35482
     0.27971   -0.35281
     0.26405   -0.37729
     0.24822   -0.43066
     0.23201   -0.50655
     0.21564   -0.59250
     0.19955   -0.69090
     0.18388   -0.87432
     0.16865   -1.11284
     0.15389   -1.14119
     0.13958   -1.17361
     0.12575   -1.21537
     0.11244   -1.26820
     0.09976   -1.33180
     0.08789   -1.40476
     0.07698   -1.48245
     0.06709   -1.55571
     0.05823   -1.61437
     0.05035   -1.65281
     0.04337   -1.67431
     0.03722   -1.68473
     0.03181   -1.69145
     0.02705   -1.69855
     0.02286   -1.70549
     0.01916   -1.71205
     0.01589   -1.71315
     0.01301   -1.70619
     0.01045   -1.68529
     0.00821   -1.64214
     0.00625   -1.57145
     0.00457   -1.45989
     0.00315   -1.29895
     0.00200   -1.08353
     0.00111   -0.81137
     0.00049   -0.49803
     0.00013   -0.17171
    -0.00001    0.13363
     0.00010    0.42006
     0.00048    0.66115
     0.00114    0.83678
     0.00208    0.94504
     0.00331    0.99339
     0.00483    0.99702
     0.00664    0.97000
     0.00875    0.92465
     0.01120    0.86857
     0.01400    0.80843
     0.01723    0.74709
     0.02094    0.68768
     0.02524    0.63167
     0.03025    0.58038
     0.03615    0.53434
     0.04318    0.49226
     0.05159    0.44973
     0.06153    0.40064
     0.07302    0.34594
     0.08590    0.29448
     0.09998    0.25001
     0.11500    0.20779
     0.13061    0.16217
     0.14647    0.11272
     0.16233    0.06154
     0.17804    0.00870
     0.19348   -0.04673
     0.20856   -0.10350
     0.22327   -0.15714
     0.23768   -0.20145
     0.25195   -0.23132
     0.26625   -0.24420
     0.28076   -0.24084
     0.29565   -0.22467
     0.31106   -0.20117
     0.32710   -0.17460
     0.34380   -0.15073
     0.36088   -0.13240
     0.37807   -0.11871
     0.39520   -0.10858
     0.41222   -0.09994
     0.42911   -0.09069
     0.44588   -0.07939
     0.46256   -0.06560
     0.47911   -0.05035
     0.49546   -0.03610
     0.51135   -0.02493
     0.52640   -0.01638
     0.54014   -0.01075
     0.55357   -0.00432
     0.56820    0.00211
     0.58412    0.00867
     0.60073    0.01547
     0.61745    0.07223
     0.63388    0.14296
     0.64993    0.17820
     0.66572    0.18813
     0.68151    0.18060
     0.69760    0.15961
     0.71419    0.13003
     0.73123    0.09855
     0.74840    0.07146
     0.76554    0.05127
     0.78265    0.03704
     0.79972    0.02659
     0.81676    0.01886
     0.83376    0.01462
     0.85075    0.01483
     0.86776    0.01850
     0.88477    0.02321
     0.90166    0.02836
     0.91832    0.03733
     0.93472    0.05393
     0.95070    0.07666
     0.96586    0.10117
     0.97957    0.12598
     0.99137    0.15220
     1.00000    0.17080
