#      x          Cp  
     1.00000    0.16391
     0.99154    0.15277
     0.97999    0.13700
     0.96655    0.11984
     0.95159    0.10228
     0.93569    0.08485
     0.91932    0.06668
     0.90268    0.04715
     0.88585    0.02714
     0.86896    0.00750
     0.85213   -0.01237
     0.83537   -0.03387
     0.81861   -0.05780
     0.80183   -0.08414
     0.78504   -0.11303
     0.76828   -0.14567
     0.75159   -0.18391
     0.73513   -0.22832
     0.71911   -0.27643
     0.70357   -0.32346
     0.68839   -0.36370
     0.67338   -0.39286
     0.65831   -0.40901
     0.64303   -0.41347
     0.62742   -0.41010
     0.61146   -0.40377
     0.59531   -0.39949
     0.57927   -0.39688
     0.56371   -0.41722
     0.54826   -0.38392
     0.53224   -0.36368
     0.51556   -0.35395
     0.49846   -0.34702
     0.48117   -0.34477
     0.46379   -0.34711
     0.44636   -0.35364
     0.42893   -0.36340
     0.41164   -0.37465
     0.39455   -0.38501
     0.37769   -0.39143
     0.36100   -0.39045
     0.34440   -0.37862
     0.32777   -0.35222
     0.31121   -0.32732
     0.29503   -0.31430
     0.27925   -0.32379
     0.26365   -0.36841
     0.24788   -0.46778
     0.23178   -0.66376
     0.21557   -0.95510
     0.19965   -0.96634
     0.18415   -0.97680
     0.16907   -0.98869
     0.15445   -1.00445
     0.14027   -1.02738
     0.12656   -1.06138
     0.11335   -1.10847
     0.10076   -1.16754
     0.08894   -1.23643
     0.07804   -1.30907
     0.06815   -1.37664
     0.05927   -1.43059
     0.05135   -1.46636
     0.04434   -1.48491
     0.03815   -1.49236
     0.03269   -1.49402
     0.02788   -1.49394
     0.02365   -1.49252
     0.01991   -1.48905
     0.01660   -1.48025
     0.01366   -1.46356
     0.01107   -1.43353
     0.00878   -1.38520
     0.00678   -1.31227
     0.00504   -1.20529
     0.00357   -1.05834
     0.00235   -0.86445
     0.00139   -0.62355
     0.00068   -0.34703
     0.00023   -0.05342
     0.00002    0.22295
     0.00003    0.47640
     0.00029    0.69433
     0.00081    0.85500
     0.00161    0.95426
     0.00269    0.99622
     0.00405    0.99439
     0.00568    0.96200
     0.00761    0.91179
     0.00983    0.85108
     0.01239    0.78705
     0.01532    0.72246
     0.01868    0.66021
     0.02254    0.60186
     0.02701    0.54838
     0.03222    0.50065
     0.03836    0.45832
     0.04566    0.41921
     0.05435    0.37823
     0.06454    0.33040
     0.07619    0.27882
     0.08914    0.23155
     0.10320    0.19048
     0.11811    0.15071
     0.13353    0.10767
     0.14916    0.06137
     0.16479    0.01343
     0.18029   -0.03598
     0.19552   -0.08743
     0.21042   -0.13952
     0.22498   -0.18783
     0.23928   -0.22695
     0.25346   -0.25234
     0.26768   -0.26206
     0.28212   -0.25713
     0.29693   -0.24112
     0.31226   -0.21879
     0.32821   -0.19378
     0.34481   -0.17107
     0.36178   -0.15290
     0.37883   -0.13854
     0.39581   -0.12719
     0.41266   -0.11736
     0.42937   -0.10743
     0.44596   -0.09613
     0.46247   -0.08301
     0.47892   -0.06866
     0.49530   -0.05468
     0.51153   -0.04279
     0.52741   -0.03334
     0.54262   -0.02586
     0.55742   -0.02054
     0.57308   -0.01525
     0.58953   -0.01050
     0.60627   -0.00625
     0.62285   -0.00243
     0.63904    0.00124
     0.65486    0.00506
     0.67050    0.00936
     0.68622    0.01439
     0.70229    0.02026
     0.71884    0.06032
     0.73571    0.09720
     0.75261    0.09822
     0.76945    0.07967
     0.78625    0.05833
     0.80301    0.04034
     0.81972    0.02695
     0.83639    0.01890
     0.85306    0.01665
     0.86977    0.01888
     0.88651    0.02302
     0.90315    0.02834
     0.91958    0.03752
     0.93576    0.05376
     0.95151    0.07540
     0.96642    0.09870
     0.97989    0.12231
     0.99149    0.14691
     1.00000    0.16391
