#      x          Cp  
     1.00000    0.17854
     0.99135    0.16643
     0.97951    0.14945
     0.96573    0.13216
     0.95045    0.11591
     0.93433    0.10075
     0.91786    0.08445
     0.90114    0.06612
     0.88424    0.04738
     0.86731    0.02936
     0.85048    0.01075
     0.83373   -0.01063
     0.81697   -0.03577
     0.80013   -0.06432
     0.78323   -0.09622
     0.76633   -0.13300
     0.74950   -0.17702
     0.73296   -0.22870
     0.71695   -0.28442
     0.70145   -0.33738
     0.68633   -0.38041
     0.67135   -0.40808
     0.65633   -0.41912
     0.64111   -0.41571
     0.62568   -0.40354
     0.61024   -0.38880
     0.59526   -0.37511
     0.58138   -0.37033
     0.56910   -0.33895
     0.55830   -0.37875
     0.54776   -0.44667
     0.53580   -0.36395
     0.52197   -0.35089
     0.50646   -0.33048
     0.48982   -0.31791
     0.47258   -0.31066
     0.45503   -0.30903
     0.43732   -0.31237
     0.41958   -0.31939
     0.40197   -0.32789
     0.38457   -0.33491
     0.36739   -0.33652
     0.35034   -0.32860
     0.33335   -0.30303
     0.31641   -0.26792
     0.29985   -0.23927
     0.28377   -0.22408
     0.26797   -0.23277
     0.25207   -0.27492
     0.23582   -0.38294
     0.21934   -0.63411
     0.20310   -0.70968
     0.18727   -0.72619
     0.17189   -0.74754
     0.15695   -0.77877
     0.14246   -0.82168
     0.12844   -0.87475
     0.11493   -0.92802
     0.10203   -0.97813
     0.08992   -1.02727
     0.07875   -1.07462
     0.06862   -1.11337
     0.05954   -1.13610
     0.05146   -1.13872
     0.04431   -1.12399
     0.03801   -1.09761
     0.03248   -1.06592
     0.02761   -1.03262
     0.02333   -0.99704
     0.01955   -0.95897
     0.01622   -0.91403
     0.01328   -0.85975
     0.01068   -0.79173
     0.00840   -0.70436
     0.00640   -0.59449
     0.00469   -0.45514
     0.00324   -0.28421
     0.00206   -0.08305
     0.00116    0.14140
     0.00052    0.37115
     0.00014    0.58455
    -0.00001    0.75963
     0.00010    0.89541
     0.00047    0.97617
     0.00112    0.99991
     0.00207    0.97474
     0.00331    0.91569
     0.00484    0.83752
     0.00666    0.75182
     0.00879    0.66629
     0.01126    0.58505
     0.01410    0.51055
     0.01736    0.44384
     0.02111    0.38546
     0.02546    0.33591
     0.03054    0.29514
     0.03653    0.26268
     0.04367    0.23555
     0.05220    0.20701
     0.06230    0.16915
     0.07394    0.12415
     0.08699    0.08305
     0.10122    0.04932
     0.11640    0.01661
     0.13216   -0.02143
     0.14816   -0.06474
     0.16416   -0.11100
     0.18002   -0.16042
     0.19558   -0.21386
     0.21076   -0.26903
     0.22555   -0.32005
     0.24006   -0.35953
     0.25444   -0.38214
     0.26888   -0.38575
     0.28356   -0.37216
     0.29866   -0.34639
     0.31431   -0.31561
     0.33062   -0.28510
     0.34757   -0.25949
     0.36482   -0.23789
     0.38212   -0.21957
     0.39932   -0.20408
     0.41639   -0.19025
     0.43333   -0.17663
     0.45014   -0.16242
     0.46684   -0.14805
     0.48338   -0.13491
     0.49961   -0.12394
     0.51519   -0.11492
     0.52969   -0.10767
     0.54279   -0.10231
     0.55596   -0.07989
     0.57058    0.00221
     0.58653    0.05257
     0.60314    0.08101
     0.61977    0.10447
     0.63605    0.12570
     0.65191    0.14046
     0.66753    0.14410
     0.68320    0.13411
     0.69923    0.11118
     0.71582    0.07951
     0.73286    0.04613
     0.75001    0.01752
     0.76709   -0.00398
     0.78409   -0.01972
     0.80101   -0.03187
     0.81783   -0.04070
     0.83456   -0.04419
     0.85128   -0.04071
     0.86807   -0.03185
     0.88490   -0.02146
     0.90165   -0.01086
     0.91818    0.00406
     0.93448    0.02804
     0.95043    0.05910
     0.96562    0.09162
     0.97941    0.12348
     0.99130    0.15513
     1.00000    0.17854
