#      x          Cp  
     1.00000    0.16761
     0.99130    0.15700
     0.97939    0.14205
     0.96552    0.12667
     0.95015    0.11197
     0.93396    0.09796
     0.91741    0.08269
     0.90063    0.06540
     0.88365    0.04758
     0.86666    0.03016
     0.84976    0.01193
     0.83295   -0.00911
     0.81612   -0.03384
     0.79921   -0.06200
     0.78224   -0.09360
     0.76527   -0.13014
     0.74838   -0.17370
     0.73181   -0.22425
     0.71578   -0.27801
     0.70027   -0.32850
     0.68512   -0.36913
     0.67011   -0.39512
     0.65505   -0.40533
     0.63980   -0.40210
     0.62438   -0.39068
     0.60908   -0.37688
     0.59441   -0.36381
     0.58104   -0.35880
     0.56936   -0.33096
     0.55919   -0.35283
     0.54941   -0.44528
     0.53841   -0.36112
     0.52553   -0.34876
     0.51075   -0.32570
     0.49453   -0.31088
     0.47747   -0.30038
     0.45995   -0.29498
     0.44221   -0.29404
     0.42438   -0.29628
     0.40663   -0.29946
     0.38908   -0.30046
     0.37174   -0.29523
     0.35457   -0.27976
     0.33747   -0.25060
     0.32041   -0.21726
     0.30366   -0.21152
     0.28740   -0.26642
     0.27150   -0.41596
     0.25558   -0.64176
     0.23934   -0.67143
     0.22279   -0.67849
     0.20641   -0.68571
     0.19043   -0.69497
     0.17489   -0.70875
     0.15980   -0.73066
     0.14516   -0.76454
     0.13099   -0.81075
     0.11732   -0.86641
     0.10424   -0.92309
     0.09192   -0.97769
     0.08053   -1.02886
     0.07018   -1.07118
     0.06089   -1.09800
     0.05262   -1.10522
     0.04530   -1.09443
     0.03886   -1.07121
     0.03319   -1.04153
     0.02822   -1.00918
     0.02384   -0.97426
     0.01999   -0.93630
     0.01659   -0.89172
     0.01359   -0.83772
     0.01094   -0.77031
     0.00862   -0.68416
     0.00658   -0.57577
     0.00483   -0.43889
     0.00336   -0.27089
     0.00215   -0.07287
     0.00122    0.14818
     0.00055    0.37563
     0.00016    0.58728
    -0.00000    0.76125
     0.00008    0.89626
     0.00044    0.97649
     0.00109    0.99988
     0.00203    0.97411
     0.00326    0.91435
     0.00479    0.83536
     0.00662    0.74896
     0.00876    0.66283
     0.01123    0.58120
     0.01408    0.50645
     0.01736    0.43962
     0.02113    0.38122
     0.02551    0.33165
     0.03063    0.29085
     0.03667    0.25823
     0.04387    0.23087
     0.05248    0.20235
     0.06268    0.16516
     0.07444    0.12111
     0.08761    0.08046
     0.10198    0.04668
     0.11728    0.01392
     0.13316   -0.02376
     0.14927   -0.06648
     0.16537   -0.11229
     0.18130   -0.16131
     0.19692   -0.21403
     0.21215   -0.26779
     0.22698   -0.31665
     0.24154   -0.35344
     0.25599   -0.37330
     0.27051   -0.37474
     0.28530   -0.36013
     0.30053   -0.33483
     0.31634   -0.30536
     0.33282   -0.27622
     0.34990   -0.25119
     0.36724   -0.22952
     0.38461   -0.21036
     0.40187   -0.19304
     0.41900   -0.17688
     0.43598   -0.16162
     0.45283   -0.14761
     0.46953   -0.13537
     0.48600   -0.12501
     0.50201   -0.11690
     0.51713   -0.11093
     0.53090   -0.10653
     0.54318   -0.10362
     0.55553   -0.09885
     0.56952   -0.09490
     0.58510   -0.09061
     0.60156   -0.08608
     0.61819   -0.08111
     0.63452    0.01923
     0.65045    0.09713
     0.66612    0.14108
     0.68181    0.15615
     0.69786    0.14685
     0.71446    0.11957
     0.73156    0.08410
     0.74878    0.05021
     0.76595    0.02282
     0.78304    0.00186
     0.80004   -0.01447
     0.81694   -0.02671
     0.83374   -0.03324
     0.85053   -0.03260
     0.86739   -0.02620
     0.88430   -0.01767
     0.90112   -0.00845
     0.91773    0.00504
     0.93410    0.02721
     0.95013    0.05630
     0.96541    0.08688
     0.97929    0.11670
     0.99125    0.14606
     1.00000    0.16761
