#      x          Cp  
     1.00000    0.19524
     0.99114    0.18399
     0.97899    0.16648
     0.96487    0.14918
     0.94927    0.13220
     0.93278    0.11592
     0.91585    0.10020
     0.89874    0.08478
     0.88158    0.06932
     0.86443    0.05354
     0.84733    0.03720
     0.83034    0.02031
     0.81351    0.00223
     0.79687   -0.01845
     0.78043   -0.04333
     0.76418   -0.07484
     0.74808   -0.11860
     0.73219   -0.17383
     0.71708   -0.23265
     0.70324   -0.28803
     0.69101   -0.31803
     0.68029   -0.33265
     0.67045   -0.56650
     0.66135   -0.69858
     0.65108   -0.48706
     0.63899   -0.46268
     0.62508   -0.42399
     0.60976   -0.40179
     0.59355   -0.38464
     0.57685   -0.37140
     0.55992   -0.35965
     0.54289   -0.34751
     0.52580   -0.33340
     0.50865   -0.31616
     0.49140   -0.29503
     0.47400   -0.26983
     0.45642   -0.24094
     0.43865   -0.20930
     0.42079   -0.17664
     0.40309   -0.14532
     0.38571   -0.11748
     0.36866   -0.09472
     0.35193   -0.07807
     0.33548   -0.06703
     0.31928   -0.06168
     0.30329   -0.06426
     0.28742   -0.07700
     0.27150   -0.10981
     0.25525   -0.18457
     0.23870   -0.38091
     0.22235   -0.47566
     0.20644   -0.49362
     0.19090   -0.51967
     0.17561   -0.55564
     0.16056   -0.59887
     0.14580   -0.64106
     0.13140   -0.67984
     0.11749   -0.71459
     0.10421   -0.74259
     0.09167   -0.76199
     0.08003   -0.77191
     0.06938   -0.77137
     0.05980   -0.76072
     0.05132   -0.74018
     0.04387   -0.71066
     0.03737   -0.67257
     0.03170   -0.62674
     0.02677   -0.57243
     0.02246   -0.51045
     0.01868   -0.43861
     0.01537   -0.35712
     0.01246   -0.26382
     0.00991   -0.15716
     0.00768   -0.03583
     0.00575    0.10142
     0.00411    0.25344
     0.00275    0.41752
     0.00167    0.58431
     0.00086    0.74151
     0.00032    0.87124
     0.00004    0.95906
     0.00000    0.99843
     0.00023    0.98415
     0.00074    0.91822
     0.00156    0.81432
     0.00268    0.69125
     0.00412    0.56658
     0.00587    0.45153
     0.00795    0.35148
     0.01037    0.26719
     0.01319    0.19779
     0.01644    0.14133
     0.02020    0.09568
     0.02459    0.05884
     0.02973    0.02896
     0.03581    0.00443
     0.04306   -0.01639
     0.05171   -0.03495
     0.06198   -0.05298
     0.07394   -0.07202
     0.08745   -0.09327
     0.10218   -0.11716
     0.11777   -0.14304
     0.13394   -0.16801
     0.15053   -0.19492
     0.16734   -0.22694
     0.18414   -0.26882
     0.20059   -0.32888
     0.21649   -0.39614
     0.23186   -0.46110
     0.24680   -0.51751
     0.26149   -0.55567
     0.27614   -0.57290
     0.29087   -0.57576
     0.30574   -0.56691
     0.32081   -0.54801
     0.33608   -0.52103
     0.35156   -0.48914
     0.36728   -0.45831
     0.38326   -0.43565
     0.39955   -0.41955
     0.41618   -0.40817
     0.43317   -0.39798
     0.45053   -0.30033
     0.46823   -0.14226
     0.48618   -0.09812
     0.50420   -0.07091
     0.52219   -0.04512
     0.54010   -0.02010
     0.55790    0.00462
     0.57548    0.03012
     0.59262    0.05782
     0.60887    0.08897
     0.62366    0.12498
     0.63651    0.16726
     0.64738    0.22334
     0.65671    0.20975
     0.66572    0.10515
     0.67571    0.12800
     0.68748    0.09605
     0.70113    0.06616
     0.71637    0.02517
     0.73245   -0.01722
     0.74875   -0.05313
     0.76512   -0.07393
     0.78160   -0.08454
     0.79822   -0.08788
     0.81499   -0.08574
     0.83190   -0.07968
     0.84890   -0.07135
     0.86594   -0.06029
     0.88300   -0.04605
     0.90002   -0.02832
     0.91694   -0.00672
     0.93363    0.01919
     0.94984    0.04973
     0.96517    0.08482
     0.97908    0.12336
     0.99113    0.16340
     1.00000    0.19524
