#      x          Cp  
     1.00000    0.17574
     0.99129    0.16394
     0.97936    0.14733
     0.96546    0.12998
     0.95006    0.11321
     0.93384    0.09720
     0.91727    0.07994
     0.90045    0.06066
     0.88344    0.04092
     0.86641    0.02171
     0.84949    0.00175
     0.83264   -0.02108
     0.81577   -0.04771
     0.79882   -0.07786
     0.78182   -0.11161
     0.76482   -0.15065
     0.74791   -0.19739
     0.73132   -0.25192
     0.71529   -0.31015
     0.69977   -0.36488
     0.68460   -0.40879
     0.66957   -0.43662
     0.65448   -0.44736
     0.63921   -0.44384
     0.62380   -0.43198
     0.60853   -0.41811
     0.59396   -0.40498
     0.58076   -0.40189
     0.56927   -0.36822
     0.55927   -0.39333
     0.54968   -0.51544
     0.53889   -0.41259
     0.52621   -0.40195
     0.51161   -0.37824
     0.49550   -0.36468
     0.47847   -0.35600
     0.46097   -0.35336
     0.44322   -0.35629
     0.42537   -0.36379
     0.40758   -0.37395
     0.38998   -0.38396
     0.37260   -0.39003
     0.35539   -0.38796
     0.33827   -0.37103
     0.32118   -0.33850
     0.30438   -0.31108
     0.28809   -0.29525
     0.27216   -0.30182
     0.25623   -0.33663
     0.23999   -0.39916
     0.22342   -0.49688
     0.20700   -0.69488
     0.19099   -0.89455
     0.17542   -0.91595
     0.16029   -0.94110
     0.14562   -0.97561
     0.13142   -1.02161
     0.11771   -1.07816
     0.10460   -1.13958
     0.09224   -1.20318
     0.08081   -1.26769
     0.07042   -1.32679
     0.06109   -1.37199
     0.05279   -1.39730
     0.04544   -1.40357
     0.03897   -1.39687
     0.03328   -1.38413
     0.02829   -1.37010
     0.02390   -1.35493
     0.02004   -1.33853
     0.01663   -1.31667
     0.01362   -1.28614
     0.01097   -1.24233
     0.00863   -1.17803
     0.00660   -1.08868
     0.00484   -0.96456
     0.00336   -0.79921
     0.00215   -0.59010
     0.00122   -0.33934
     0.00055   -0.06273
     0.00015    0.21570
    -0.00000    0.46370
     0.00009    0.68315
     0.00045    0.85010
     0.00110    0.95466
     0.00204    0.99736
     0.00328    0.99121
     0.00481    0.95128
     0.00665    0.89202
     0.00879    0.82272
     0.01128    0.75110
     0.01414    0.68036
     0.01743    0.61372
     0.02122    0.55226
     0.02562    0.49734
     0.03076    0.44943
     0.03683    0.40855
     0.04408    0.37236
     0.05275    0.33491
     0.06301    0.28936
     0.07484    0.23845
     0.08806    0.19227
     0.10249    0.15327
     0.11785    0.11516
     0.13377    0.07243
     0.14990    0.02554
     0.16601   -0.02359
     0.18196   -0.07559
     0.19758   -0.13131
     0.21281   -0.18803
     0.22765   -0.23981
     0.24221   -0.27951
     0.25668   -0.30244
     0.27122   -0.30700
     0.28605   -0.29521
     0.30132   -0.27209
     0.31718   -0.24398
     0.33371   -0.21540
     0.35084   -0.19192
     0.36821   -0.17308
     0.38559   -0.15824
     0.40286   -0.14611
     0.41999   -0.13465
     0.43699   -0.12208
     0.45384   -0.10770
     0.47054   -0.09247
     0.48697   -0.07868
     0.50287   -0.06791
     0.51780   -0.05966
     0.53130   -0.05365
     0.54330   -0.04974
     0.55536   -0.04329
     0.56911   -0.03706
     0.58453   -0.00791
     0.60091    0.07534
     0.61753    0.12614
     0.63389    0.15429
     0.64985    0.17020
     0.66555    0.17431
     0.68126    0.16469
     0.69732    0.14159
     0.71393    0.10880
     0.73104    0.07337
     0.74830    0.04228
     0.76549    0.01846
     0.78261    0.00073
     0.79965   -0.01322
     0.81658   -0.02393
     0.83342   -0.02946
     0.85025   -0.02799
     0.86714   -0.02092
     0.88408   -0.01223
     0.90093   -0.00353
     0.91758    0.00924
     0.93398    0.03122
     0.95004    0.06069
     0.96535    0.09178
     0.97925    0.12230
     0.99124    0.15309
     1.00000    0.17574
