#      x          Cp  
     1.00000    0.18800
     0.99115    0.18037
     0.97910    0.16825
     0.96521    0.15532
     0.94996    0.14168
     0.93389    0.12767
     0.91743    0.11332
     0.90081    0.09855
     0.88416    0.08322
     0.86754    0.06716
     0.85099    0.05023
     0.83458    0.03239
     0.81836    0.01335
     0.80238   -0.00809
     0.78664   -0.03352
     0.77108   -0.06535
     0.75557   -0.10921
     0.73991   -0.17181
     0.72425   -0.25071
     0.70902   -0.33923
     0.69431   -0.42888
     0.68002   -0.50976
     0.66591   -0.56927
     0.65177   -0.60861
     0.63752   -0.63350
     0.62314   -0.64244
     0.60865   -0.67205
     0.59412   -0.62088
     0.57856   -0.55995
     0.56230   -0.51419
     0.54552   -0.47547
     0.52842   -0.44384
     0.51118   -0.41640
     0.49391   -0.38898
     0.47661   -0.35744
     0.45925   -0.31899
     0.44178   -0.27298
     0.42428   -0.22168
     0.40710   -0.17077
     0.39052   -0.12659
     0.37453   -0.09363
     0.35903   -0.07390
     0.34384   -0.06671
     0.32889   -0.06769
     0.31417   -0.07709
     0.29963   -0.09834
     0.28514   -0.13567
     0.27044   -0.20235
     0.25517   -0.30043
     0.23943   -0.42060
     0.22379   -0.54981
     0.20852   -0.66806
     0.19351   -0.76482
     0.17869   -0.84825
     0.16406   -0.93918
     0.14965   -1.20234
     0.13555   -1.25736
     0.12188   -1.30576
     0.10877   -1.36568
     0.09634   -1.43837
     0.08469   -1.51480
     0.07395   -1.58613
     0.06418   -1.64888
     0.05544   -1.70231
     0.04769   -1.74591
     0.04088   -1.78071
     0.03491   -1.80729
     0.02968   -1.82539
     0.02509   -1.83484
     0.02106   -1.83571
     0.01751   -1.82600
     0.01437   -1.80214
     0.01161   -1.76349
     0.00919   -1.70211
     0.00707   -1.61305
     0.00524   -1.49026
     0.00369   -1.32034
     0.00242   -1.10315
     0.00142   -0.83366
     0.00069   -0.52426
     0.00023   -0.19786
     0.00001    0.12039
     0.00005    0.41610
     0.00036    0.66141
     0.00097    0.84075
     0.00189    0.94953
     0.00312    0.99538
     0.00467    0.99520
     0.00654    0.96504
     0.00875    0.91825
     0.01134    0.86288
     0.01435    0.80521
     0.01785    0.74738
     0.02193    0.69166
     0.02673    0.63807
     0.03243    0.58694
     0.03925    0.53766
     0.04747    0.48955
     0.05734    0.44196
     0.06898    0.39407
     0.08228    0.34541
     0.09691    0.29589
     0.11241    0.24601
     0.12850    0.19856
     0.14498    0.15077
     0.16161    0.09874
     0.17811    0.03747
     0.19414   -0.04371
     0.20948   -0.13420
     0.22417   -0.22393
     0.23836   -0.30704
     0.25222   -0.37583
     0.26597   -0.42185
     0.27978   -0.45078
     0.29371   -0.46614
     0.30781   -0.46930
     0.32209   -0.46171
     0.33655   -0.44514
     0.35117   -0.41780
     0.36601   -0.38153
     0.38115   -0.35080
     0.39668   -0.33158
     0.41271   -0.32027
     0.42931   -0.31171
     0.44647   -0.23824
     0.46413   -0.04969
     0.48209    0.00654
     0.50016    0.03457
     0.51825    0.06234
     0.53622    0.09421
     0.55384    0.13133
     0.57079    0.17211
     0.58677    0.21838
     0.60158    0.25562
     0.61618    0.25978
     0.63075    0.26619
     0.64523    0.26503
     0.65970    0.25417
     0.67445    0.22570
     0.68980    0.18156
     0.70584    0.12604
     0.72227    0.06464
     0.73850    0.00593
     0.75445   -0.03700
     0.77035   -0.06302
     0.78632   -0.07853
     0.80245   -0.08589
     0.81875   -0.08714
     0.83522   -0.08440
     0.85179   -0.07939
     0.86842   -0.07109
     0.88506   -0.05907
     0.90168   -0.04299
     0.91821   -0.02241
     0.93452    0.00309
     0.95039    0.03391
     0.96543    0.07000
     0.97916    0.11037
     0.99114    0.15297
     1.00000    0.18800
