#      x          Cp  
     1.00000    0.17093
     0.99133    0.16031
     0.97946    0.14526
     0.96565    0.13027
     0.95033    0.11644
     0.93418    0.10361
     0.91768    0.08959
     0.90093    0.07359
     0.88400    0.05717
     0.86704    0.04133
     0.85018    0.02480
     0.83340    0.00561
     0.81661   -0.01709
     0.79974   -0.04296
     0.78281   -0.07198
     0.76588   -0.10555
     0.74902   -0.14578
     0.73247   -0.19286
     0.71645   -0.24329
     0.70095   -0.29071
     0.68581   -0.32848
     0.67082   -0.35164
     0.65577   -0.35904
     0.64054   -0.35293
     0.62512   -0.33864
     0.60973   -0.32206
     0.59488   -0.30650
     0.58121   -0.29934
     0.56920   -0.26861
     0.55867   -0.29746
     0.54847   -0.37081
     0.53691   -0.28694
     0.52348   -0.27235
     0.50825   -0.24828
     0.49178   -0.23148
     0.47460   -0.21870
     0.45706   -0.21035
     0.43933   -0.20545
     0.42156   -0.20227
     0.40389   -0.19794
     0.38643   -0.18852
     0.36918   -0.16951
     0.35208   -0.14021
     0.33505   -0.12266
     0.31806   -0.19241
     0.30142   -0.35768
     0.28527   -0.36936
     0.26943   -0.37830
     0.25353   -0.38567
     0.23728   -0.39269
     0.22077   -0.40096
     0.20447   -0.41278
     0.18858   -0.43132
     0.17313   -0.45956
     0.15813   -0.49819
     0.14358   -0.54475
     0.12950   -0.58881
     0.11592   -0.62427
     0.10295   -0.65214
     0.09075   -0.67557
     0.07949   -0.69420
     0.06927   -0.70248
     0.06010   -0.69478
     0.05194   -0.66857
     0.04473   -0.62653
     0.03837   -0.57379
     0.03278   -0.51549
     0.02786   -0.45443
     0.02354   -0.39029
     0.01974   -0.32254
     0.01638   -0.24816
     0.01341   -0.16538
     0.01079   -0.07152
     0.00849    0.03609
     0.00648    0.15802
     0.00475    0.29555
     0.00329    0.44539
     0.00210    0.60041
     0.00118    0.74872
     0.00053    0.87346
     0.00015    0.95924
    -0.00001    0.99794
     0.00009    0.98641
     0.00046    0.92415
     0.00111    0.82213
     0.00205    0.69684
     0.00329    0.56580
     0.00481    0.44109
     0.00664    0.32900
     0.00877    0.23263
     0.01124    0.15151
     0.01408    0.08511
     0.01735    0.03208
     0.02111   -0.00853
     0.02547   -0.03741
     0.03056   -0.05555
     0.03657   -0.06442
     0.04373   -0.06811
     0.05229   -0.07438
     0.06242   -0.09220
     0.07411   -0.12025
     0.08720   -0.14693
     0.10149   -0.16770
     0.11671   -0.18865
     0.13252   -0.21633
     0.14856   -0.25107
     0.16460   -0.29052
     0.18049   -0.33430
     0.19607   -0.38260
     0.21127   -0.43241
     0.22608   -0.47724
     0.24061   -0.50915
     0.25502   -0.52266
     0.26949   -0.51613
     0.28421   -0.49271
     0.29936   -0.45958
     0.31507   -0.42578
     0.33145   -0.39707
     0.34844   -0.37378
     0.36573   -0.35368
     0.38306   -0.33619
     0.40029   -0.32085
     0.41738   -0.30736
     0.43433   -0.29556
     0.45117   -0.28532
     0.46787   -0.27653
     0.48438   -0.26902
     0.50053   -0.26254
     0.51594   -0.25693
     0.53015   -0.25173
     0.54292   -0.24732
     0.55574   -0.15507
     0.57010   -0.06008
     0.58590    0.00177
     0.60246    0.04009
     0.61909    0.06714
     0.63539    0.08827
     0.65128    0.10268
     0.66692    0.10749
     0.68261    0.10056
     0.69865    0.08182
     0.71524    0.05420
     0.73231    0.02364
     0.74949   -0.00353
     0.76660   -0.02440
     0.78364   -0.03960
     0.80060   -0.05086
     0.81745   -0.05840
     0.83422   -0.06054
     0.85097   -0.05589
     0.86779   -0.04582
     0.88465   -0.03370
     0.90143   -0.02067
     0.91800   -0.00329
     0.93432    0.02224
     0.95030    0.05402
     0.96554    0.08691
     0.97936    0.11856
     0.99128    0.14871
     1.00000    0.17093
