=== Control Points + Offsets ===
0.00000, 0.07646, 0.07646
0.06667, 0.07683, 0.07072
0.13333, 0.07043, 0.05932
0.20000, 0.05752, 0.04252
0.26667, 0.03931, 0.02153
0.66667, 0.01543, -0.00062
0.75000, -0.00654, -0.01974
0.83333, -0.02351, -0.03308
0.91667, -0.03560, -0.04077
1.00000, -0.04423, -0.04423
