#      x          Cp  
     1.00000    0.18436
     0.99123    0.17095
     0.97920    0.15208
     0.96518    0.13206
     0.94963    0.11247
     0.93322    0.09367
     0.91644    0.07376
     0.89940    0.05206
     0.88220    0.03028
     0.86500    0.00933
     0.84791   -0.01242
     0.83090   -0.03722
     0.81387   -0.06588
     0.79678   -0.09798
     0.77966   -0.13384
     0.76256   -0.17564
     0.74555   -0.22607
     0.72888   -0.28479
     0.71275   -0.34675
     0.69712   -0.40395
     0.68183   -0.44878
     0.66664   -0.47637
     0.65139   -0.48657
     0.63599   -0.48314
     0.62057   -0.47249
     0.60553   -0.46114
     0.59151   -0.44832
     0.57909   -0.45226
     0.56844   -0.40242
     0.55921   -0.44051
     0.55033   -0.60688
     0.54033   -0.48698
     0.52847   -0.47506
     0.51458   -0.45057
     0.49893   -0.43766
     0.48211   -0.42959
     0.46465   -0.42812
     0.44686   -0.43288
     0.42892   -0.44309
     0.41100   -0.45697
     0.39324   -0.47177
     0.37570   -0.48374
     0.35834   -0.48838
     0.34109   -0.47957
     0.32387   -0.45223
     0.30692   -0.42838
     0.29048   -0.41602
     0.27446   -0.42711
     0.25849   -0.47067
     0.24224   -0.54776
     0.22562   -0.64902
     0.20907   -0.75791
     0.19290   -0.86305
     0.17719   -0.96187
     0.16192   -1.05536
     0.14712   -1.15514
     0.13280   -1.35835
     0.11897   -1.47524
     0.10573   -1.53324
     0.09323   -1.59962
     0.08166   -1.67825
     0.07113   -1.76727
     0.06168   -1.85263
     0.05326   -1.92074
     0.04582   -1.96899
     0.03926   -2.00343
     0.03351   -2.03268
     0.02846   -2.06291
     0.02402   -2.09533
     0.02012   -2.13023
     0.01668   -2.16321
     0.01365   -2.19029
     0.01098   -2.20668
     0.00863   -2.20160
     0.00658   -2.16878
     0.00482   -2.09226
     0.00333   -1.95692
     0.00213   -1.75333
     0.00119   -1.47085
     0.00053   -1.12195
     0.00014   -0.73226
    -0.00001   -0.35482
     0.00010    0.02126
     0.00048    0.35747
     0.00115    0.62755
     0.00211    0.81692
     0.00338    0.93278
     0.00494    0.98791
     0.00681    0.99954
     0.00899    0.98167
     0.01153    0.94535
     0.01444    0.89792
     0.01780    0.84505
     0.02167    0.78988
     0.02617    0.73550
     0.03145    0.68337
     0.03770    0.63474
     0.04518    0.58839
     0.05413    0.53992
     0.06470    0.48465
     0.07684    0.42646
     0.09037    0.37360
     0.10508    0.32682
     0.12066    0.28033
     0.13673    0.23027
     0.15295    0.17784
     0.16912    0.12423
     0.18508    0.06825
     0.20069    0.00930
     0.21589   -0.04951
     0.23072   -0.10232
     0.24531   -0.14283
     0.25983   -0.16715
     0.27449   -0.17419
     0.28947   -0.16607
     0.30494   -0.14754
     0.32101   -0.12367
     0.33777   -0.09927
     0.35505   -0.08189
     0.37250   -0.07067
     0.38994   -0.06399
     0.40725   -0.05906
     0.42443   -0.05328
     0.44145   -0.04483
     0.45831   -0.03284
     0.47494   -0.01773
     0.49113   -0.00182
     0.50649    0.01113
     0.52051    0.02002
     0.53283    0.02620
     0.54366    0.03013
     0.55456    0.03633
     0.56720    0.04300
     0.58180    0.06478
     0.59778    0.12209
     0.61432    0.15579
     0.63081    0.17806
     0.64697    0.19364
     0.66287    0.19901
     0.67874    0.19068
     0.69490    0.16843
     0.71159    0.13592
     0.72880    0.10027
     0.74615    0.06876
     0.76344    0.04478
     0.78065    0.02728
     0.79780    0.01366
     0.81486    0.00282
     0.83184   -0.00352
     0.84880   -0.00325
     0.86583    0.00272
     0.88292    0.01042
     0.89996    0.01764
     0.91679    0.02799
     0.93338    0.04701
     0.94961    0.07368
     0.96508    0.10236
     0.97910    0.13112
     0.99118    0.16189
     1.00000    0.18436
