#      x          Cp  
     1.00000    0.10850
     0.99164    0.09576
     0.98025    0.07726
     0.96708    0.05611
     0.95259    0.03300
     0.93737    0.00963
     0.92180   -0.01131
     0.90594   -0.02803
     0.88974   -0.04100
     0.87321   -0.05187
     0.85643   -0.06206
     0.83957   -0.07252
     0.82271   -0.08361
     0.80587   -0.09519
     0.78911   -0.10724
     0.77243   -0.12044
     0.75581   -0.13595
     0.73917   -0.15460
     0.72244   -0.17624
     0.70568   -0.19964
     0.68898   -0.22309
     0.67238   -0.24531
     0.65582   -0.26580
     0.63927   -0.28469
     0.62272   -0.30260
     0.60622   -0.32014
     0.58985   -0.33801
     0.57383   -0.35647
     0.55834   -0.37632
     0.54277   -0.36876
     0.52700   -0.39046
     0.51069   -0.40664
     0.49412   -0.42410
     0.47744   -0.44218
     0.46073   -0.46112
     0.44403   -0.48078
     0.42738   -0.50072
     0.41079   -0.52080
     0.39427   -0.54158
     0.37783   -0.56516
     0.36146   -0.59692
     0.34517   -0.64810
     0.32891   -0.73603
     0.31268   -0.87864
     0.29651   -1.00502
     0.28041   -1.02059
     0.26441   -1.03558
     0.24851   -1.05073
     0.23273   -1.06664
     0.21710   -1.08390
     0.20161   -1.10317
     0.18629   -1.12520
     0.17116   -1.15085
     0.15626   -1.18107
     0.14165   -1.21681
     0.12739   -1.25886
     0.11358   -1.30751
     0.10035   -1.36330
     0.08785   -1.42622
     0.07629   -1.49539
     0.06579   -1.56873
     0.05643   -1.64315
     0.04820   -1.71590
     0.04104   -1.78584
     0.03483   -1.85319
     0.02946   -1.91874
     0.02481   -1.98239
     0.02077   -2.04397
     0.01724   -2.10153
     0.01416   -2.15361
     0.01147   -2.19595
     0.00911   -2.22441
     0.00706   -2.23241
     0.00530   -2.21000
     0.00379   -2.14788
     0.00255   -2.03183
     0.00155   -1.85235
     0.00080   -1.60404
     0.00030   -1.29501
     0.00003   -0.94871
    -0.00001   -0.57023
     0.00016   -0.20471
     0.00055    0.12889
     0.00119    0.42690
     0.00209    0.66271
     0.00325    0.82947
     0.00468    0.93384
     0.00637    0.98589
     0.00835    0.99996
     0.01061    0.98646
     0.01320    0.95476
     0.01614    0.91081
     0.01950    0.85953
     0.02333    0.80394
     0.02772    0.74628
     0.03279    0.68821
     0.03868    0.63071
     0.04555    0.57448
     0.05356    0.51950
     0.06283    0.46545
     0.07339    0.41280
     0.08515    0.36332
     0.09795    0.31906
     0.11158    0.28061
     0.12587    0.24720
     0.14065    0.21779
     0.15579    0.19192
     0.17120    0.16926
     0.18682    0.14942
     0.20262    0.13178
     0.21854    0.11595
     0.23457    0.10172
     0.25068    0.08902
     0.26685    0.07774
     0.28309    0.06775
     0.29938    0.05903
     0.31572    0.05151
     0.33214    0.04547
     0.34864    0.03994
     0.36518    0.03446
     0.38173    0.02916
     0.39829    0.02418
     0.41483    0.01965
     0.43137    0.01571
     0.44790    0.01247
     0.46442    0.00998
     0.48091    0.00830
     0.49736    0.00740
     0.51370    0.00711
     0.52978    0.00778
     0.54531    0.00660
     0.56009    0.01723
     0.57495    0.01775
     0.59068    0.01914
     0.60701    0.02039
     0.62368    0.02179
     0.64056    0.02302
     0.65754    0.02370
     0.67454    0.02347
     0.69147    0.02218
     0.70824    0.02011
     0.72479    0.01814
     0.74113    0.01748
     0.75732    0.01920
     0.77345    0.02365
     0.78961    0.03041
     0.80582    0.03864
     0.82210    0.04764
     0.83841    0.05687
     0.85478    0.06577
     0.87124    0.07369
     0.88777    0.08032
     0.90424    0.08583
     0.92050    0.09066
     0.93651    0.09498
     0.95213    0.09882
     0.96689    0.10214
     0.98019    0.10486
     0.99163    0.10699
     1.00000    0.10850
