#      x          Cp  
     1.00000    0.19173
     0.99085    0.18387
     0.97817    0.17265
     0.96346    0.16425
     0.94742    0.15925
     0.93092    0.15577
     0.91441    0.15101
     0.89805    0.14553
     0.88209    0.14058
     0.86683    0.13441
     0.85227    0.12347
     0.83806    0.10414
     0.82372    0.07205
     0.80884    0.02201
     0.79349   -0.04694
     0.77824   -0.12554
     0.76324   -0.20179
     0.74836   -0.26820
     0.73350   -0.32316
     0.71860   -0.36809
     0.70368   -0.40426
     0.68878   -0.42917
     0.67390   -0.44006
     0.65909   -0.43497
     0.64454   -0.41420
     0.63067   -0.39819
     0.61824   -0.31703
     0.60692   -0.40392
     0.59479   -0.41060
     0.58036   -0.34626
     0.56430   -0.32375
     0.54722   -0.30269
     0.52961   -0.28696
     0.51176   -0.27444
     0.49381   -0.26455
     0.47585   -0.25651
     0.45793   -0.24957
     0.44006   -0.24270
     0.42227   -0.23475
     0.40453   -0.22378
     0.38680   -0.20854
     0.36907   -0.18895
     0.35133   -0.16248
     0.33366   -0.12774
     0.31635   -0.08666
     0.29976   -0.04715
     0.28391   -0.02028
     0.26854   -0.01543
     0.25327   -0.03493
     0.23773   -0.07582
     0.22174   -0.14485
     0.20536   -0.32389
     0.18907   -0.59722
     0.17350   -0.60626
     0.15879   -0.62065
     0.14480   -0.65755
     0.13130   -0.72628
     0.11811   -0.76807
     0.10511   -0.76943
     0.09234   -0.74667
     0.08001   -0.71878
     0.06848   -0.69520
     0.05807   -0.67395
     0.04892   -0.65070
     0.04103   -0.62358
     0.03429   -0.59207
     0.02854   -0.55577
     0.02362   -0.51212
     0.01939   -0.46008
     0.01574   -0.39551
     0.01257   -0.31650
     0.00984   -0.21870
     0.00748   -0.09871
     0.00546    0.04512
     0.00378    0.21285
     0.00242    0.39869
     0.00136    0.58646
     0.00062    0.75712
     0.00016    0.89064
    -0.00006    0.96919
    -0.00001    0.99991
     0.00032    0.97593
     0.00094    0.90424
     0.00187    0.80066
     0.00313    0.68225
     0.00471    0.56249
     0.00664    0.44944
     0.00894    0.34706
     0.01166    0.25683
     0.01486    0.17824
     0.01862    0.11099
     0.02306    0.05395
     0.02833    0.00683
     0.03461   -0.03093
     0.04213   -0.05983
     0.05109   -0.07987
     0.06166   -0.09007
     0.07391   -0.08621
     0.08774   -0.06723
     0.10257   -0.04863
     0.11764   -0.06190
     0.13298   -0.12654
     0.14859   -0.22370
     0.16397   -0.32404
     0.17899   -0.41436
     0.19370   -0.49285
     0.20819   -0.56021
     0.22251   -0.61495
     0.23673   -0.65290
     0.25095   -0.66947
     0.26529   -0.66120
     0.27992   -0.62964
     0.29496   -0.58408
     0.31055   -0.54395
     0.32672   -0.51659
     0.34345   -0.49651
     0.36059   -0.47896
     0.37803   -0.39159
     0.39563   -0.26184
     0.41334   -0.23625
     0.43109   -0.22080
     0.44883   -0.20301
     0.46654   -0.18257
     0.48420   -0.15975
     0.50174   -0.13472
     0.51903   -0.10760
     0.53577   -0.07875
     0.55142   -0.04981
     0.56526   -0.01636
     0.57694   -0.00388
     0.58672    0.05122
     0.59531    0.10501
     0.60385    0.00371
     0.61342    0.04972
     0.62486    0.08208
     0.63804    0.11260
     0.65233    0.13833
     0.66718    0.15634
     0.68229    0.16487
     0.69758    0.16501
     0.71300    0.15852
     0.72851    0.14538
     0.74410    0.12227
     0.75991    0.08363
     0.77603    0.02489
     0.79226   -0.05130
     0.80795   -0.13026
     0.82298   -0.19394
     0.83762   -0.22809
     0.85225   -0.22746
     0.86724   -0.19832
     0.88279   -0.15704
     0.89885   -0.11761
     0.91516   -0.07987
     0.93152   -0.03532
     0.94781    0.01680
     0.96365    0.06890
     0.97827    0.11694
     0.99088    0.16035
     1.00000    0.19173
