#      x          Cp  
     1.00000    0.13486
     0.99166    0.12180
     0.98030    0.10278
     0.96714    0.08029
     0.95263    0.05498
     0.93735    0.02865
     0.92169    0.00444
     0.90570   -0.01532
     0.88932   -0.03090
     0.87255   -0.04405
     0.85550   -0.05637
     0.83838   -0.06894
     0.82126   -0.08216
     0.80418   -0.09586
     0.78718   -0.11002
     0.77029   -0.12550
     0.75346   -0.14363
     0.73659   -0.16536
     0.71959   -0.19049
     0.70249   -0.21772
     0.68542   -0.24530
     0.66842   -0.27199
     0.65148   -0.29740
     0.63460   -0.32162
     0.61782   -0.34501
     0.60128   -0.36763
     0.58521   -0.39012
     0.57001   -0.40456
     0.55577   -0.44194
     0.54115   -0.47203
     0.52540   -0.48831
     0.50902   -0.51144
     0.49232   -0.53578
     0.47547   -0.56186
     0.45854   -0.58941
     0.44161   -0.61856
     0.42469   -0.64936
     0.40782   -0.68193
     0.39099   -0.71642
     0.37424   -0.75305
     0.35758   -0.79243
     0.34104   -0.83576
     0.32464   -0.88333
     0.30842   -0.93941
     0.29241   -1.01521
     0.27660   -1.12612
     0.26101   -1.26866
     0.24560   -1.32803
     0.23038   -1.35426
     0.21533   -1.38254
     0.20045   -1.41347
     0.18575   -1.44751
     0.17122   -1.48477
     0.15688   -1.52524
     0.14277   -1.56893
     0.12896   -1.61572
     0.11553   -1.66543
     0.10256   -1.71851
     0.09018   -1.77647
     0.07855   -1.84080
     0.06787   -1.91167
     0.05828   -1.98811
     0.04982   -2.06874
     0.04245   -2.15240
     0.03608   -2.23844
     0.03058   -2.32637
     0.02583   -2.41599
     0.02171   -2.50671
     0.01811   -2.59791
     0.01498   -2.68798
     0.01223   -2.77514
     0.00982   -2.85536
     0.00772   -2.92477
     0.00590   -2.97462
     0.00433   -2.99727
     0.00301   -2.97618
     0.00192   -2.90057
     0.00107   -2.75016
     0.00045   -2.52409
     0.00006   -2.22031
    -0.00010   -1.80421
    -0.00004   -1.33594
     0.00022   -0.90048
     0.00071   -0.46755
     0.00145   -0.05346
     0.00245    0.29549
     0.00370    0.56645
     0.00521    0.76084
     0.00697    0.88691
     0.00900    0.96063
     0.01130    0.99401
     0.01389    0.99905
     0.01681    0.98379
     0.02010    0.95491
     0.02381    0.91624
     0.02801    0.87169
     0.03281    0.82284
     0.03830    0.77200
     0.04463    0.72007
     0.05193    0.66835
     0.06037    0.61768
     0.07005    0.56923
     0.08102    0.52443
     0.09326    0.48494
     0.10666    0.45146
     0.12109    0.42297
     0.13634    0.39759
     0.15220    0.37459
     0.16851    0.35432
     0.18518    0.33640
     0.20213    0.31944
     0.21926    0.30236
     0.23647    0.28507
     0.25370    0.26770
     0.27092    0.25005
     0.28805    0.23208
     0.30508    0.21425
     0.32201    0.19741
     0.33886    0.18216
     0.35566    0.16845
     0.37244    0.15627
     0.38922    0.14555
     0.40600    0.13613
     0.42280    0.12790
     0.43962    0.12078
     0.45645    0.11467
     0.47329    0.10954
     0.49009    0.10528
     0.50680    0.10211
     0.52325    0.09901
     0.53915    0.10183
     0.55477    0.08913
     0.57054    0.08224
     0.58689    0.08023
     0.60365    0.07728
     0.62065    0.07451
     0.63778    0.07157
     0.65498    0.06809
     0.67217    0.06365
     0.68928    0.05797
     0.70622    0.05126
     0.72294    0.04448
     0.73943    0.03922
     0.75576    0.03702
     0.77203    0.03860
     0.78832    0.04350
     0.80468    0.05068
     0.82111    0.05933
     0.83758    0.06914
     0.85413    0.07964
     0.87076    0.08981
     0.88748    0.09863
     0.90410    0.10577
     0.92047    0.11172
     0.93654    0.11704
     0.95222    0.12192
     0.96700    0.12626
     0.98027    0.12989
     0.99166    0.13280
     1.00000    0.13486
