#      x          Cp  
     1.00000    0.18541
     0.99158    0.17034
     0.98005    0.14918
     0.96659    0.12633
     0.95161    0.10316
     0.93565    0.08129
     0.91915    0.06211
     0.90236    0.04645
     0.88544    0.03438
     0.86864    0.02472
     0.85211    0.01476
     0.83581    0.00180
     0.81959   -0.01514
     0.80336   -0.03526
     0.78712   -0.05788
     0.77088   -0.08401
     0.75463   -0.11621
     0.73827   -0.15682
     0.72186   -0.20540
     0.70565   -0.25726
     0.68977   -0.30596
     0.67409   -0.34646
     0.65845   -0.37652
     0.64268   -0.39697
     0.62671   -0.41114
     0.61053   -0.42308
     0.59431   -0.43712
     0.57834   -0.45135
     0.56298   -0.49387
     0.54773   -0.46025
     0.53209   -0.46382
     0.51570   -0.47615
     0.49875   -0.48978
     0.48151   -0.50764
     0.46416   -0.53006
     0.44682   -0.55712
     0.42957   -0.58839
     0.41248   -0.62305
     0.39555   -0.65978
     0.37881   -0.69695
     0.36220   -0.73220
     0.34565   -0.76309
     0.32901   -0.78187
     0.31213   -0.80119
     0.29508   -0.82854
     0.27799   -0.86687
     0.26108   -0.92225
     0.24461   -0.99812
     0.22875   -1.12269
     0.21349   -1.37656
     0.19874   -1.41056
     0.18439   -1.44920
     0.17034   -1.49572
     0.15656   -1.54768
     0.14306   -1.60012
     0.12986   -1.64722
     0.11698   -1.68397
     0.10446   -1.70855
     0.09236   -1.72681
     0.08083   -1.74877
     0.07008   -1.78042
     0.06030   -1.81984
     0.05159   -1.86140
     0.04395   -1.90137
     0.03731   -1.93934
     0.03157   -1.97720
     0.02661   -2.01625
     0.02232   -2.05611
     0.01860   -2.09670
     0.01536   -2.13461
     0.01253   -2.16910
     0.01006   -2.19510
     0.00791   -2.20965
     0.00605   -2.20485
     0.00446   -2.17478
     0.00311   -2.10789
     0.00200   -1.99703
     0.00112   -1.82644
     0.00048   -1.59940
     0.00006   -1.32457
    -0.00012   -0.97456
    -0.00009   -0.57587
     0.00016   -0.21404
     0.00064    0.12112
     0.00137    0.42779
     0.00238    0.66920
     0.00366    0.83797
     0.00520    0.94071
     0.00702    0.98955
     0.00911    0.99949
     0.01149    0.98269
     0.01418    0.94886
     0.01723    0.90436
     0.02068    0.85437
     0.02459    0.80141
     0.02906    0.74830
     0.03418    0.69611
     0.04012    0.64627
     0.04703    0.59933
     0.05511    0.55536
     0.06452    0.51422
     0.07539    0.47667
     0.08773    0.44554
     0.10152    0.42313
     0.11664    0.40669
     0.13275    0.38912
     0.14934    0.36751
     0.16614    0.34439
     0.18298    0.31962
     0.19982    0.28944
     0.21660    0.25275
     0.23310    0.21419
     0.24924    0.17984
     0.26516    0.15314
     0.28103    0.13472
     0.29701    0.12335
     0.31320    0.11688
     0.32969    0.11509
     0.34651    0.11245
     0.36348    0.10554
     0.38044    0.09648
     0.39732    0.08663
     0.41411    0.07722
     0.43079    0.06918
     0.44740    0.06320
     0.46396    0.05970
     0.48047    0.05887
     0.49695    0.06079
     0.51332    0.06502
     0.52945    0.07198
     0.54507    0.07857
     0.56048    0.09926
     0.57603    0.10017
     0.59234    0.10459
     0.60907    0.10983
     0.62583    0.11589
     0.64239    0.12083
     0.65874    0.12246
     0.67501    0.11795
     0.69140    0.10431
     0.70801    0.08089
     0.72468    0.05198
     0.74111    0.02484
     0.75729    0.00447
     0.77333   -0.00799
     0.78931   -0.01436
     0.80525   -0.01684
     0.82115   -0.01537
     0.83700   -0.00764
     0.85291    0.00756
     0.86903    0.02663
     0.88543    0.04217
     0.90210    0.05080
     0.91886    0.05640
     0.93545    0.06021
     0.95151    0.06288
     0.96655    0.06494
     0.98003    0.06683
     0.99158    0.11608
     1.00000    0.18541
