#      x          Cp  
     1.00000    0.16467
     0.99120    0.15400
     0.97912    0.13899
     0.96506    0.12320
     0.94948    0.10777
     0.93309    0.09270
     0.91636    0.07617
     0.89937    0.05755
     0.88220    0.03830
     0.86500    0.01925
     0.84790   -0.00086
     0.83087   -0.02391
     0.81380   -0.05066
     0.79666   -0.08088
     0.77947   -0.11483
     0.76230   -0.15422
     0.74525   -0.20098
     0.72860   -0.25433
     0.71252   -0.30979
     0.69695   -0.36052
     0.68170   -0.39997
     0.66656   -0.42404
     0.65135   -0.43219
     0.63599   -0.42784
     0.62062   -0.41646
     0.60565   -0.40393
     0.59174   -0.39079
     0.57948   -0.38961
     0.56898   -0.35472
     0.55993   -0.36884
     0.55132   -0.50652
     0.54176   -0.42601
     0.53037   -0.40455
     0.51695   -0.38111
     0.50164   -0.36464
     0.48499   -0.35221
     0.46758   -0.34522
     0.44978   -0.34342
     0.43178   -0.34602
     0.41376   -0.35132
     0.39589   -0.35668
     0.37823   -0.35858
     0.36077   -0.35295
     0.34343   -0.33587
     0.32613   -0.30543
     0.30905   -0.28056
     0.29247   -0.27590
     0.27633   -0.30905
     0.26030   -0.40179
     0.24401   -0.58970
     0.22734   -0.86378
     0.21070   -0.87343
     0.19443   -0.88233
     0.17862   -0.89270
     0.16326   -0.90702
     0.14836   -0.92888
     0.13394   -0.96271
     0.12001   -1.01028
     0.10667   -1.07021
     0.09406   -1.13788
     0.08238   -1.20745
     0.07174   -1.27182
     0.06219   -1.32261
     0.05369   -1.35371
     0.04617   -1.36517
     0.03956   -1.36268
     0.03375   -1.35292
     0.02865   -1.34053
     0.02418   -1.32641
     0.02025   -1.31011
     0.01678   -1.28811
     0.01373   -1.25693
     0.01104   -1.21223
     0.00867   -1.14697
     0.00661   -1.05618
     0.00484   -0.93063
     0.00334   -0.76376
     0.00213   -0.55317
     0.00119   -0.30180
     0.00053   -0.02531
     0.00014    0.24939
    -0.00001    0.49390
     0.00010    0.70811
     0.00049    0.86773
     0.00117    0.96415
     0.00216    0.99916
     0.00344    0.98692
     0.00503    0.94244
     0.00692    0.88054
     0.00914    0.80957
     0.01171    0.73733
     0.01466    0.66655
     0.01807    0.60026
     0.02200    0.53958
     0.02658    0.48562
     0.03195    0.43885
     0.03831    0.39883
     0.04594    0.36259
     0.05507    0.32362
     0.06585    0.27639
     0.07818    0.22590
     0.09190    0.18133
     0.10677    0.14274
     0.12250    0.10340
     0.13868    0.05927
     0.15499    0.01159
     0.17123   -0.03842
     0.18725   -0.09156
     0.20289   -0.14765
     0.21811   -0.20274
     0.23297   -0.25013
     0.24760   -0.28348
     0.26221   -0.29921
     0.27697   -0.29732
     0.29209   -0.28123
     0.30773   -0.25676
     0.32400   -0.22910
     0.34096   -0.20293
     0.35837   -0.18102
     0.37591   -0.16235
     0.39339   -0.14604
     0.41074   -0.13085
     0.42794   -0.11572
     0.44499   -0.10044
     0.46184   -0.08591
     0.47839   -0.07348
     0.49437   -0.06340
     0.50933   -0.05577
     0.52274   -0.05034
     0.53438   -0.04683
     0.54466   -0.04397
     0.55515   -0.03934
     0.56739   -0.03582
     0.58164   -0.03195
     0.59739   -0.02809
     0.61382   -0.02428
     0.63025   -0.02035
     0.64637   -0.01593
     0.66221    0.04679
     0.67802    0.12291
     0.69412    0.16126
     0.71076    0.16041
     0.72797    0.13185
     0.74540    0.09465
     0.76280    0.06155
     0.78013    0.03549
     0.79737    0.01496
     0.81452   -0.00103
     0.83157   -0.01117
     0.84858   -0.01405
     0.86566   -0.01074
     0.88278   -0.00496
     0.89982    0.00141
     0.91663    0.01184
     0.93320    0.03128
     0.94943    0.05837
     0.96493    0.08731
     0.97901    0.11566
     0.99114    0.14403
     1.00000    0.16467
