#      x          Cp  
     1.00000    0.18350
     0.99133    0.17089
     0.97947    0.15323
     0.96565    0.13639
     0.95033    0.12163
     0.93417    0.10856
     0.91764    0.09432
     0.90087    0.07798
     0.88392    0.06156
     0.86696    0.04619
     0.85011    0.03019
     0.83335    0.01119
     0.81658   -0.01166
     0.79974   -0.03776
     0.78284   -0.06697
     0.76594   -0.10089
     0.74910   -0.14198
     0.73254   -0.19058
     0.71650   -0.24289
     0.70098   -0.29201
     0.68582   -0.33089
     0.67081   -0.35438
     0.65574   -0.36156
     0.64049   -0.35487
     0.62505   -0.34004
     0.60964   -0.32317
     0.59475   -0.30742
     0.58104   -0.30147
     0.56897   -0.26608
     0.55836   -0.30469
     0.54804   -0.37852
     0.53632   -0.28938
     0.52271   -0.27586
     0.50736   -0.25292
     0.49081   -0.23780
     0.47361   -0.22747
     0.45606   -0.22234
     0.43834   -0.22175
     0.42058   -0.22447
     0.40294   -0.22835
     0.38551   -0.23053
     0.36829   -0.22709
     0.35122   -0.21386
     0.33420   -0.18284
     0.31723   -0.13988
     0.30063   -0.10191
     0.28452   -0.08529
     0.26870   -0.14200
     0.25281   -0.33529
     0.23656   -0.40556
     0.22006   -0.41611
     0.20379   -0.42894
     0.18793   -0.44867
     0.17251   -0.47894
     0.15754   -0.52090
     0.14302   -0.56793
     0.12897   -0.60842
     0.11542   -0.63877
     0.10248   -0.66203
     0.09032   -0.68234
     0.07911   -0.69923
     0.06893   -0.70621
     0.05981   -0.69708
     0.05169   -0.66903
     0.04450   -0.62505
     0.03817   -0.57038
     0.03261   -0.51044
     0.02772   -0.44815
     0.02342   -0.38292
     0.01963   -0.31441
     0.01628   -0.23924
     0.01333   -0.15578
     0.01072   -0.06130
     0.00843    0.04706
     0.00643    0.16950
     0.00471    0.30744
     0.00326    0.45741
     0.00208    0.61183
     0.00116    0.75885
     0.00052    0.88124
     0.00014    0.96387
    -0.00001    0.99892
     0.00009    0.98326
     0.00047    0.91694
     0.00112    0.81142
     0.00207    0.68350
     0.00330    0.55079
     0.00483    0.42521
     0.00666    0.31280
     0.00879    0.21661
     0.01126    0.13588
     0.01410    0.07010
     0.01737    0.01785
     0.02113   -0.02184
     0.02549   -0.04954
     0.03058   -0.06626
     0.03659   -0.07338
     0.04374   -0.07539
     0.05230   -0.08089
     0.06243   -0.09958
     0.07411   -0.12886
     0.08719   -0.15544
     0.10147   -0.17531
     0.11668   -0.19591
     0.13247   -0.22433
     0.14849   -0.26032
     0.16451   -0.30100
     0.18038   -0.34625
     0.19595   -0.39664
     0.21113   -0.44916
     0.22593   -0.49696
     0.24044   -0.53159
     0.25483   -0.54721
     0.26929   -0.54165
     0.28399   -0.51758
     0.29912   -0.48229
     0.31480   -0.44666
     0.33115   -0.41819
     0.34812   -0.39545
     0.36539   -0.37579
     0.38270   -0.35812
     0.39992   -0.34177
     0.41700   -0.32640
     0.43395   -0.31186
     0.45077   -0.29802
     0.46747   -0.28215
     0.48399   -0.19985
     0.50017   -0.14455
     0.51564   -0.10630
     0.52995   -0.07764
     0.54283   -0.01562
     0.55576   -0.07092
     0.57020   -0.04426
     0.58605   -0.02130
     0.60263    0.00613
     0.61927    0.03546
     0.63559    0.06231
     0.65149    0.08127
     0.66715    0.08816
     0.68286    0.08107
     0.69893    0.06097
     0.71554    0.03196
     0.73261    0.00102
     0.74976   -0.02528
     0.76683   -0.04438
     0.78383   -0.05752
     0.80074   -0.06685
     0.81756   -0.07270
     0.83429   -0.07307
     0.85101   -0.06628
     0.86780   -0.05384
     0.88465   -0.03953
     0.90143   -0.02474
     0.91801   -0.00569
     0.93434    0.02194
     0.95033    0.05621
     0.96556    0.09173
     0.97938    0.12613
     0.99129    0.15913
     1.00000    0.18350
