#      x          Cp  
     1.00000    0.12137
     0.99169    0.10997
     0.98035    0.09344
     0.96719    0.07417
     0.95266    0.05280
     0.93731    0.03073
     0.92156    0.01010
     0.90548   -0.00758
     0.88908   -0.02248
     0.87237   -0.03567
     0.85552   -0.04839
     0.83867   -0.06174
     0.82183   -0.07630
     0.80499   -0.09197
     0.78815   -0.10849
     0.77134   -0.12616
     0.75454   -0.14582
     0.73770   -0.16811
     0.72079   -0.19291
     0.70391   -0.21904
     0.68714   -0.24497
     0.67047   -0.26959
     0.65384   -0.29245
     0.63723   -0.31369
     0.62064   -0.33385
     0.60413   -0.35340
     0.58788   -0.37264
     0.57218   -0.38953
     0.55727   -0.41311
     0.54223   -0.44250
     0.52633   -0.45842
     0.50997   -0.47970
     0.49337   -0.50111
     0.47667   -0.52369
     0.45993   -0.54740
     0.44319   -0.57213
     0.42646   -0.59822
     0.40977   -0.62651
     0.39312   -0.65863
     0.37653   -0.69777
     0.36003   -0.74949
     0.34364   -0.82167
     0.32740   -0.92157
     0.31135   -1.04903
     0.29552   -1.12814
     0.27990   -1.14628
     0.26446   -1.16515
     0.24916   -1.18534
     0.23394   -1.20726
     0.21879   -1.23124
     0.20369   -1.25756
     0.18867   -1.28657
     0.17375   -1.31862
     0.15898   -1.35416
     0.14441   -1.39366
     0.13013   -1.43770
     0.11624   -1.48693
     0.10287   -1.54195
     0.09019   -1.60320
     0.07838   -1.67082
     0.06761   -1.74437
     0.05798   -1.82282
     0.04952   -1.90471
     0.04216   -1.98867
     0.03581   -2.07388
     0.03032   -2.15975
     0.02558   -2.24593
     0.02146   -2.33169
     0.01788   -2.41619
     0.01475   -2.49735
     0.01201   -2.57311
     0.00962   -2.63877
     0.00753   -2.68948
     0.00571   -2.71591
     0.00416   -2.70801
     0.00286   -2.65235
     0.00181   -2.53266
     0.00099   -2.33980
     0.00041   -2.06871
     0.00006   -1.73050
    -0.00005   -1.31915
     0.00005   -0.88599
     0.00035   -0.48327
     0.00089   -0.09094
     0.00169    0.25701
     0.00274    0.53470
     0.00405    0.73964
     0.00561    0.87507
     0.00744    0.95560
     0.00954    0.99273
     0.01193    0.99924
     0.01463    0.98359
     0.01769    0.95320
     0.02116    0.91214
     0.02510    0.86473
     0.02960    0.81272
     0.03476    0.75842
     0.04072    0.70290
     0.04761    0.64728
     0.05559    0.59234
     0.06477    0.53884
     0.07520    0.48787
     0.08682    0.44082
     0.09950    0.39902
     0.11307    0.36291
     0.12735    0.33206
     0.14219    0.30595
     0.15747    0.28414
     0.17313    0.26623
     0.18912    0.25148
     0.20540    0.23905
     0.22195    0.22822
     0.23875    0.21817
     0.25574    0.20777
     0.27283    0.19588
     0.28989    0.18216
     0.30685    0.16732
     0.32367    0.15259
     0.34038    0.13895
     0.35703    0.12684
     0.37365    0.11636
     0.39027    0.10740
     0.40690    0.09978
     0.42355    0.09331
     0.44023    0.08788
     0.45693    0.08334
     0.47364    0.07963
     0.49034    0.07664
     0.50699    0.07444
     0.52347    0.07244
     0.53958    0.07384
     0.55551    0.06619
     0.57150    0.06277
     0.58792    0.06196
     0.60467    0.06105
     0.62161    0.06039
     0.63869    0.05963
     0.65584    0.05828
     0.67300    0.05583
     0.69011    0.05195
     0.70707    0.04683
     0.72383    0.04128
     0.74037    0.03652
     0.75674    0.03372
     0.77304    0.03344
     0.78931    0.03550
     0.80559    0.03943
     0.82185    0.04501
     0.83812    0.05232
     0.85442    0.06117
     0.87083    0.07077
     0.88739    0.08009
     0.90398    0.08838
     0.92041    0.09543
     0.93658    0.10152
     0.95230    0.10695
     0.96707    0.11174
     0.98032    0.11579
     0.99169    0.11907
     1.00000    0.12137
